rank,ncaaSchool,databaseSchool,matchMethod,collegeId,programId,collegeSlug,city,state,baseballWebsiteUrl,normalizedNcaa,normalizedDatabase
199,LIU,LIU,EXACT_NORMALIZED,cmou7zwdt00j9qt182aa9w7js,cmou7zwek00jbqt1882s0u4lt,liu,Brookville,NY,https://liusports.com/sports/baseball,liu,liu
200,Grand Canyon,Grand Canyon University,TOKEN_MATCH,cmou8ctjw00noqtloejv6g4yk,cmou8ctkk00nqqtlo7h4rploa,grand-canyon-university,Phoenix,AZ,https://gculopes.com/sports/baseball,grand canyon,grand canyon university
201,Holy Cross,College of the Holy Cross,TOKEN_MATCH,cmou853vy00klqtiwxsprvd34,cmou853wn00knqtiw8etjougs,college-of-the-holy-cross,Worcester,MA,https://goholycross.com/sports/baseball,holy cross,college of the holy cross
202,A&M-Corpus Christi,Texas A&M University Corpus Christi,ALIAS,cmou87sgu00mfqt8otiseblwa,cmou87shj00mhqt8on876f8eo,texas-am-university-corpus-christi,Corpus Christi,TX,https://goislanders.com/sports/baseball,a and m corpus christi,texas a and m university corpus christi
204,Ga. Southern,Georgia Southern University,ALIAS,cmou3bzar005uqtvotuqjjtpj,cmou3bzbf005wqtvoa5yx0t5p,georgia-southern-university,Statesboro,GA,https://gseagles.com/sports/baseball,ga southern,georgia southern university
208,VMI,Virginia Military Institute,ALIAS,cmou869zc00lcqtjkf80ewntk,cmou86a0000leqtjkppsxjgb6,virginia-military-institute,Lexington,VA,https://vmikeydets.com/sports/baseball,vmi,virginia military institute
209,Bowling Green,Bowling Green State University,TOKEN_MATCH,cmou7skg500fuqtagtydmsfwo,cmou7skgu00fwqtagkdktv3y4,bowling-green-state-university,Bowling Green,OH,https://bgsufalcons.com/sports/baseball,bowling green,bowling green state university
210,San Diego,University of San Diego,ALIAS,cmou8eade00orqt6s9lh8sk91,cmou8eae900otqt6skjewu9yf,university-of-san-diego,San Diego,CA,https://usdtoreros.com/sports/baseball,san diego,university of san diego
213,Gardner-Webb,Gardner-Webb University,TOKEN_MATCH,cmou6tv1f00b9qti056wd26tx,cmou6tv2500bbqti0uzylvved,gardner-webb-university,Boiling Springs,NC,https://gwusports.com/sports/baseball,gardner webb,gardner webb university
215,Navy,Naval Academy,ALIAS,cmou8540400kuqtiws5720no0,cmou8540s00kwqtiwqdx2wzj0,naval-academy,Annapolis,MD,https://navysports.com/sports/baseball,navy,naval academy
218,San Francisco,University of San Francisco,TOKEN_MATCH,cmou8eaey00ouqt6s4q4bojoc,cmou8eafm00owqt6sg2fvjz1g,university-of-san-francisco,San Francisco,CA,https://usfdons.com/sports/baseball,san francisco,university of san francisco
219,New Mexico,University of New Mexico,ALIAS,cmou7y6pk00i9qtoc6no7wm9t,cmou7y6q900ibqtocgzh3fww5,university-of-new-mexico,Albuquerque,NM,https://golobos.com/sports/baseball,new mexico,university of new mexico
220,UIW,University of the Incarnate Word,ALIAS,cmou87s3r00lrqt8ol2e0mlz0,cmou87s4q00ltqt8ol7kpdfod,university-of-the-incarnate-word,San Antonio,TX,https://uiwcardinals.com/sports/baseball,uiw,university of the incarnate word
222,Middle Tenn.,Middle Tennessee State University,ALIAS,cmou74gai00d9qtbom8p5uos8,cmou74gb600dbqtboufydjjon,middle-tennessee-state-university,Murfreesboro,TN,https://goblueraiders.com/sports/baseball,middle tenn,middle tennessee state university
223,FDU,Fairleigh Dickinson University,ALIAS,cmou7zwas00j3qt182wcerpdp,cmou7zwbj00j5qt18iz4v4hge,fairleigh-dickinson-university,Teaneck,NJ,https://fduknights.com/sports/baseball,fdu,fairleigh dickinson university
224,New Mexico St.,New Mexico State University,ALIAS,cmou74gbw00dcqtbol3sfoqsv,cmou74gcl00deqtboo14o1rx4,new-mexico-state-university,Las Cruces,NM,https://nmstatesports.com/sports/baseball,new mexico state,new mexico state university
225,FIU,Florida International University,ALIAS,cmou74g3m00cuqtboxefftaxz,cmou74g4a00cwqtbow41onypu,florida-international-university,Miami,FL,https://fiusports.com/sports/baseball,fiu,florida international university
227,UIC,University of Illinois Chicago,ALIAS,cmou7wkcm00h9qt5s8asylqbg,cmou7wkdb00hbqt5sq7ok85hd,university-of-illinois-chicago,Chicago,IL,https://uicflames.com/sports/baseball,uic,university of illinois chicago
228,William & Mary,William & Mary,EXACT_NORMALIZED,cmou72rni00coqtt8wk6kqq0s,cmou72ro800cqqtt8a63rkwmi,william-and-mary,Williamsburg,VA,https://tribeathletics.com/sports/baseball,william and mary,william and mary
233,Southern Ill.,Southern Illinois University,ALIAS,cmou7wkli00hrqt5sdf793czs,cmou7wkmb00htqt5sqdbxm6mn,southern-illinois-university,Carbondale,IL,https://siusalukis.com/sports/baseball,southern ill,southern illinois university
235,UT Martin,University of Tennessee at Martin,ALIAS,cmou8259h00k6qtfouj8clleo,cmou825a600k8qtfoffoh32u6,university-of-tennessee-at-martin,Martin,TN,https://utmsports.com/sports/baseball,ut martin,university of tennessee at martin
238,Milwaukee,University of Wisconsin Milwaukee,ALIAS,cmou7aqlg00drqt444d9q0hb5,cmou7aqm700dtqt44ajyx2t5y,university-of-wisconsin-milwaukee,Milwaukee,WI,https://mkepanthers.com/sports/baseball,milwaukee,university of wisconsin milwaukee
240,Central Mich.,Central Michigan University,ALIAS,cmou7skhl00fxqtagpa6mymfq,cmou7skic00fzqtagzifm29yu,central-michigan-university,Mount Pleasant,MI,https://cmuchippewas.com/sports/baseball,central mich,central michigan university
242,Ark.-Pine Bluff,University of Arkansas at Pine Bluff,ALIAS,cmou8bklv00nfqtuwyjlpx889,cmou8bkmo00nhqtuwbp7p9ixn,university-of-arkansas-at-pine-bluff,Pine Bluff,AR,https://uapblionsroar.com/sports/baseball,ark pine bluff,university of arkansas at pine bluff
245,Eastern Mich.,Eastern Michigan University,ALIAS,cmou7skj100g0qtagj06bdvsw,cmou7skju00g2qtagvnch2szo,eastern-michigan-university,Ypsilanti,MI,https://emueagles.com/sports/baseball,eastern mich,eastern michigan university
246,Eastern Ky.,Eastern Kentucky University,ALIAS,cmou6929i009lqt1gqrj949vt,cmou692a7009nqt1gx1fvng63,eastern-kentucky-university,Richmond,KY,https://ekusports.com/sports/baseball,eastern ky,eastern kentucky university
247,Sacred Heart,Sacred Heart University,TOKEN_MATCH,cmou7g59h00ffqtkwxjhhqadq,cmou7g5a600fhqtkw92g207lr,sacred-heart-university,Fairfield,CT,https://sacredheartpioneers.com/sports/baseball,sacred heart,sacred heart university
250,Tennessee Tech,Tennessee Technological University,ALIAS,cmou825av00k9qtfo6o2sfjmf,cmou825bk00kbqtfopplc3k9d,tennessee-technological-university,Cookeville,TN,https://ttusports.com/sports/baseball,tennessee tech,tennessee technological university
252,Seattle U,Seattle University,ALIAS,cmou8cts300o6qtlo0noyht46,cmou8ctsr00o8qtlot3odh0cd,seattle-university,Seattle,WA,https://goseattleu.com/sports/baseball,seattle u,seattle university
254,Saint Louis,Saint Louis University,TOKEN_MATCH,cmou65qio0096qt1o4osfjy36,cmou65qje0098qt1ozah8sdhb,saint-louis-university,St. Louis,MO,https://slubillikens.com/sports/baseball,saint louis,saint louis university
255,Le Moyne,Le Moyne College,TOKEN_MATCH,cmou7zwca00j6qt18z0kal3jh,cmou7zwd100j8qt186gxo44jm,le-moyne-college,Syracuse,NY,https://lemoynedolphins.com/sports/baseball,le moyne,le moyne college
259,Massachusetts,University of Massachusetts Amherst,ALIAS,cmou65qcx008uqt1ofivi6ige,cmou65qdo008wqt1opj95aftn,university-of-massachusetts-amherst,Amherst,MA,https://umassathletics.com/sports/baseball,massachusetts,university of massachusetts amherst
261,UNC Asheville,UNC Asheville,EXACT_NORMALIZED,cmou6tv8i00boqti0vjvm8aer,cmou6tv9900bqqti0wabo0574,unc-asheville,Asheville,NC,https://uncabulldogs.com/sports/baseball,unc asheville,unc asheville
263,Queens (NC),Queens University of Charlotte,ALIAS,cmorj0gtv002lqtio6lhkp2sn,cmorj0gul002nqtioftxuxef1,queens-university-of-charlotte,Charlotte,NC,https://queensathletics.com/sports/baseball,queens north carolina,queens university of charlotte
265,Western Ill.,Western Illinois University,ALIAS,cmou825c800kcqtfoov9rimot,cmou825cy00keqtfoh1a7v0yi,western-illinois-university,Macomb,IL,https://goleathernecks.com/sports/baseball,western ill,western illinois university
266,Mount St. Mary's,Mount St. Mary's University,ALIAS,cmou7g53u00f3qtkwb9q8949c,cmou7g54k00f5qtkwzdidrcxk,mount-st-marys-university,Emmitsburg,MD,https://mountathletics.com/sports/baseball,mount state marys,mount state marys university
269,West Ga.,University of West Georgia,ALIAS,cmou692js00a6qt1g8npxqitj,cmou692kj00a8qt1gh5k57wkp,university-of-west-georgia,Carrollton,GA,https://uwgathletics.com/sports/baseball,west ga,university of west georgia
274,Seton Hall,Seton Hall University,TOKEN_MATCH,cmou6baap00axqtic1q6c8vze,cmou6babe00azqtic7ata0fs3,seton-hall-university,South Orange,NJ,https://shupirates.com/sports/baseball,seton hall,seton hall university
278,Northern Ky.,Northern Kentucky University,ALIAS,cmou7aqmx00duqt44ki7648cp,cmou7aqnp00dwqt447trpic9t,northern-kentucky-university,Highland Heights,KY,https://nkunorse.com/sports/baseball,northern ky,northern kentucky university
279,N.C. A&T,North Carolina A&T State University,TOKEN_MATCH,cmou72rgb00c9qtt82x6a8jc6,cmou72rh100cbqtt8n0exf72o,north-carolina-at-state-university,Greensboro,NC,https://ncataggies.com/sports/baseball,north carolina a and t,north carolina a and t state university
280,George Washington,George Washington University,TOKEN_MATCH,cmou65qbg008rqt1omiz03mq1,cmou65qc7008tqt1otrt39c9e,george-washington-university,Washington,DC,https://gwsports.com/sports/baseball,george washington,george washington university
282,Youngstown St.,Youngstown State University,ALIAS,cmou7aqoh00dxqt44fbtxgn7d,cmou7aqp900dzqt44qrllpw9b,youngstown-state-university,Youngstown,OH,https://ysusports.com/sports/baseball,youngstown state,youngstown state university
283,Utah Valley,Utah Valley University,TOKEN_MATCH,cmou8ctqr00o3qtlo8m1mrgsb,cmou8ctrg00o5qtlotwjluukr,utah-valley-university,Orem,UT,https://gouvu.com/sports/baseball,utah valley,utah valley university
287,LMU (CA),Loyola Marymount University,ALIAS,cmou8ea7q00ofqt6st8tp4yo9,cmou8ea8i00ohqt6se9ges7t9,loyola-marymount-university,Los Angeles,CA,https://lmulions.com/sports/baseball,lmu ca,loyola marymount university
288,Fresno St.,Fresno State,EXACT_NORMALIZED,cmou3xrg1006uqt5s90fq7wbv,cmou3xrgo006wqt5sawcj9olu,fresno-state,Fresno,CA,https://gobulldogs.com/sports/baseball,fresno state,fresno state
289,Texas Southern,Texas Southern University,TOKEN_MATCH,cmou8bkkf00ncqtuwvmtkd81f,cmou8bkl600neqtuw09os8sjj,texas-southern-university,Houston,TX,https://tsusports.com/sports/baseball,texas southern,texas southern university
292,Jackson St.,Jackson State University,ALIAS,cmou8bked00n0qtuwpp2lpp75,cmou8bkf300n2qtuwklvjxrw9,jackson-state-university,Jackson,MS,https://gojsutigers.com/sports/baseball,jackson state,jackson state university
297,Central Conn. St.,Central Connecticut State University,ALIAS,cmou7zw9900j0qt18f8v0lvet,cmou7zwa000j2qt18c7a5hwss,central-connecticut-state-university,New Britain,CT,https://ccsubluedevils.com/sports/baseball,central conn state,central connecticut state university
299,Mississippi Val.,Mississippi Valley State University,ALIAS,cmou8bkft00n3qtuwhngsikpf,cmou8bkgi00n5qtuwywlmdln3,mississippi-valley-state-university,Itta Bena,MS,https://mvsusports.com/sports/baseball,mississippi val,mississippi valley state university
302,Prairie View,Prairie View A&M University,ALIAS,cmou8bkh800n6qtuwr2b80tng,cmou8bki500n8qtuw63u8u7tr,prairie-view-am-university,Prairie View,TX,https://pvpanthers.com/sports/baseball,prairie view,prairie view a and m university
305,Alabama A&M,Alabama A&M University,TOKEN_MATCH,cmou8bk4r00miqtuwipz7ujxn,cmou8bk5g00mkqtuwooxa4ld7,alabama-am-university,Huntsville,AL,https://aamusports.com/sports/baseball,alabama a and m,alabama a and m university
306,Saint Peter's,Saint Peter's University,TOKEN_MATCH,cmou7g5av00fiqtkwd5p6smd8,cmou7g5bk00fkqtkwucf6witm,saint-peters-university,Jersey City,NJ,https://saintpeterspeacocks.com/sports/baseball,saint peters,saint peters university
308,UMES,University of Maryland Eastern Shore,ALIAS,cmou7v14r00grqtfgqko66ld4,cmou7v15f00gtqtfghnimbfbt,university-of-maryland-eastern-shore,Princess Anne,MD,https://umeshawksports.com/sports/baseball,umes,university of maryland eastern shore
