programId,collegeId,collegeName,slug,city,state,division,conference,coachCount,inferredBaseballWebsiteUrl,sourceType,confidence,selectedSource,allContactUrls,allBioUrls
cmoss3upc003hqtaoe5fltxdq,cmoss3uob003fqtaoxl8favwc,Ohio State University,ohio-state-university,Columbus,OH,NCAA_D1,,4,https://ohiostatebuckeyes.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ohiostatebuckeyes.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://ohiostatebuckeyes.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://ohiostatebuckeyes.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://ohiostatebuckeyes.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://ohiostatebuckeyes.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://ohiostatebuckeyes.com/sports/baseball/roster/coaches/justin-haire/2230 | https://ohiostatebuckeyes.com/sports/baseball/roster/coaches/elliott--mccummings/2233 | https://ohiostatebuckeyes.com/sports/baseball/roster/coaches/joey-holcomb/2231 | https://ohiostatebuckeyes.com/sports/baseball/roster/coaches/tyler--robinson/2232
cmosun087004zqtlg8mhr1z8t,cmosun07l004xqtlgmfv1xuiu,Oklahoma State University,oklahoma-state-university,Stillwater,OK,NCAA_D1,,4,https://okstate.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://okstate.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://okstate.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://okstate.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://okstate.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://okstate.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://okstate.com/sports/baseball/roster/coaches/josh-holliday/3638 | https://okstate.com/sports/baseball/roster/coaches/blake-hawksworth/3644 | https://okstate.com/sports/baseball/roster/coaches/mark-ginther/3642 | https://okstate.com/sports/baseball/roster/coaches/victor-romero/3641
cmoss3uqn003kqtaoaqh1o3af,cmoss3upz003iqtao5i62w3ay,Penn State University,penn-state-university,University Park,PA,NCAA_D1,,4,https://gopsusports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gopsusports.com/sports/baseball/roster#sidearm-roster-coaches,https://gopsusports.com/sports/baseball/roster#sidearm-roster-coaches | https://gopsusports.com/sports/baseball/roster#sidearm-roster-coaches | https://gopsusports.com/sports/baseball/roster#sidearm-roster-coaches | https://gopsusports.com/sports/baseball/roster#sidearm-roster-coaches,https://gopsusports.com/sports/baseball/roster/season/2025-26/staff/mike-gambino | https://gopsusports.com/sports/baseball/roster/season/2025-26/staff/jake-palomaki | https://gopsusports.com/sports/baseball/roster/season/2025-26/staff/nick-puccio | https://gopsusports.com/sports/baseball/roster/season/2025-26/staff/will-jauss
cmou6tv6d00bkqti0fqrjrjwf,cmou6tv5p00biqti096g6a7i8,Presbyterian College,presbyterian-college,Clinton,SC,NCAA_D1,,4,https://gobluehose.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gobluehose.com/sports/baseball/coaches/2026,https://gobluehose.com/sports/baseball/coaches/2026 | https://gobluehose.com/sports/baseball/coaches/2026 | https://gobluehose.com/sports/baseball/coaches/2026 | https://gobluehose.com/sports/baseball/coaches/2026,https://gobluehose.com/sports/baseball/roster/coaches/elton-pollock/1228 | https://gobluehose.com/sports/baseball/roster/coaches/bryan-liriano-hernandez/1230 | https://gobluehose.com/sports/baseball/roster/coaches/john-o-neil/1232 | https://gobluehose.com/sports/baseball/roster/coaches/o-kevius-conway/1233
cmoss3urx003nqtaoxvvgb7e1,cmoss3ura003lqtaodex5xyz9,Purdue University,purdue-university,West Lafayette,IN,NCAA_D1,,4,https://purduesports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://purduesports.com/sports/baseball/coaches/2025,https://purduesports.com/sports/baseball/coaches/2025 | https://purduesports.com/sports/baseball/coaches/2025 | https://purduesports.com/sports/baseball/coaches/2025 | https://purduesports.com/sports/baseball/coaches/2025,https://purduesports.com/sports/baseball/roster/season/2025/staff/greg-goff | https://purduesports.com/sports/baseball/roster/season/2025/staff/barrett-serrato | https://purduesports.com/sports/baseball/roster/season/2025/staff/jimmy-brenneman | https://purduesports.com/sports/baseball/roster/season/2025/staff/josh-newman
cmorj0gul002nqtioftxuxef1,cmorj0gtv002lqtio6lhkp2sn,Queens University of Charlotte,queens-university-of-charlotte,Charlotte,NC,NCAA_D1,,3,https://queensathletics.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://queensathletics.com/sports/baseball/coaches/2026,https://queensathletics.com/sports/baseball/coaches/2026 | https://queensathletics.com/sports/baseball/coaches/2026 | https://queensathletics.com/sports/baseball/coaches/2026,https://queensathletics.com/sports/baseball/roster/coaches/jake-hendrick/2239 | https://queensathletics.com/sports/baseball/roster/coaches/james-cullinane/2240 | https://queensathletics.com/sports/baseball/roster/coaches/nick-melton/2243
cmou57eem007zqtdwx7f8coft,cmou57edu007xqtdwf0oux6v3,Rice University,rice-university,Houston,TX,NCAA_D1,,4,https://riceowls.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://riceowls.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://riceowls.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://riceowls.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://riceowls.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://riceowls.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://riceowls.com/sports/baseball/roster/coaches/david-pierce/3312 | https://riceowls.com/sports/baseball/roster/coaches/clay-van-hook/3317 | https://riceowls.com/sports/baseball/roster/coaches/-jj--altobelli/3314 | https://riceowls.com/sports/baseball/roster/coaches/mikey--hoehner/3319
cmoss3ut9003qqtaoy83jq2k5,cmoss3usl003oqtaorrzcvm28,Rutgers University,rutgers-university,New Brunswick,NJ,NCAA_D1,,4,https://scarletknights.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://scarletknights.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://scarletknights.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://scarletknights.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://scarletknights.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://scarletknights.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://scarletknights.com/sports/baseball/roster/coaches/steve-owens/6206 | https://scarletknights.com/sports/baseball/roster/coaches/danny-bethea/6209 | https://scarletknights.com/sports/baseball/roster/coaches/mike-garza/6207 | https://scarletknights.com/sports/baseball/roster/coaches/ryan-fecteau/6248
cmou65qhy0095qt1ownoailh2,cmou65qh80093qt1oh6psc6h9,Saint Joseph's University,saint-josephs-university,Philadelphia,PA,NCAA_D1,,4,https://sjuhawks.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://sjuhawks.com/sports/baseball/coaches/2026,https://sjuhawks.com/sports/baseball/coaches/2026 | https://sjuhawks.com/sports/baseball/coaches/2026 | https://sjuhawks.com/sports/baseball/coaches/2026 | https://sjuhawks.com/sports/baseball/coaches/2026,https://sjuhawks.com/sports/baseball/roster/coaches/fritz-hamburg/1183 | https://sjuhawks.com/sports/baseball/roster/coaches/doc-neiman/1185 | https://sjuhawks.com/sports/baseball/roster/coaches/lee-saverio/1184 | https://sjuhawks.com/sports/baseball/roster/coaches/scott-boches/1189
cmou65qje0098qt1ozah8sdhb,cmou65qio0096qt1o4osfjy36,Saint Louis University,saint-louis-university,St. Louis,MO,NCAA_D1,,4,https://slubillikens.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://slubillikens.com/sports/baseball/coaches/2026,https://slubillikens.com/sports/baseball/coaches/2026 | https://slubillikens.com/sports/baseball/coaches/2026 | https://slubillikens.com/sports/baseball/coaches/2026 | https://slubillikens.com/sports/baseball/coaches/2026,https://slubillikens.com/sports/baseball/roster/coaches/miles-miller/2174 | https://slubillikens.com/sports/baseball/roster/coaches/david-olson/2197 | https://slubillikens.com/sports/baseball/roster/coaches/joe-costanzo/2196 | https://slubillikens.com/sports/baseball/roster/coaches/mike-farrell/2195
cmou6babe00azqtic7ata0fs3,cmou6baap00axqtic1q6c8vze,Seton Hall University,seton-hall-university,South Orange,NJ,NCAA_D1,,3,https://shupirates.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://shupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://shupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://shupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://shupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://shupirates.com/sports/baseball/roster/coaches/rob-sheppard/3906 | https://shupirates.com/sports/baseball/roster/coaches/jimmy-moran/3908 | https://shupirates.com/sports/baseball/roster/coaches/ryan-ramiz/3909
cmou6baa000awqticynlwrngm,cmou6ba9d00auqtichfm9m8f7,St. John's University,st-johns-university,Queens,NY,NCAA_D1,,4,https://redstormsports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://redstormsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://redstormsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://redstormsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://redstormsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://redstormsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://redstormsports.com/sports/baseball/roster/coaches/mike-hampton/877 | https://redstormsports.com/sports/baseball/roster/coaches/garrett--scavelli/880 | https://redstormsports.com/sports/baseball/roster/coaches/george-brown/878 | https://redstormsports.com/sports/baseball/roster/coaches/john-valente/879
cmosowo1h0012qtuoqpb2b897,cmosowo0s0010qtuovb31mcy3,Stanford University,stanford-university,Stanford,CA,NCAA_D1,,4,https://gostanford.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gostanford.com/sports/baseball/roster#sidearm-roster-coaches,https://gostanford.com/sports/baseball/roster#sidearm-roster-coaches | https://gostanford.com/sports/baseball/roster#sidearm-roster-coaches | https://gostanford.com/sports/baseball/roster#sidearm-roster-coaches | https://gostanford.com/sports/baseball/roster#sidearm-roster-coaches,https://gostanford.com/sports/baseball/roster/season/2026/staff/david-esquer | https://gostanford.com/sports/baseball/roster/season/2026/staff/ryan-kirby | https://gostanford.com/sports/baseball/roster/season/2026/staff/steve-rodriguez | https://gostanford.com/sports/baseball/roster/season/2026/staff/thomas-eager
cmou692j100a5qt1gjzdz1gj8,cmou692i900a3qt1ge0op0qbf,Stetson University,stetson-university,DeLand,FL,NCAA_D1,,4,https://gohatters.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gohatters.com/sports/baseball/coaches/2026,https://gohatters.com/sports/baseball/coaches/2026 | https://gohatters.com/sports/baseball/coaches/2026 | https://gohatters.com/sports/baseball/coaches/2026 | https://gohatters.com/sports/baseball/coaches/2026,https://gohatters.com/sports/baseball/roster/coaches/steve-trimper/1198 | https://gohatters.com/sports/baseball/roster/coaches/cameron-coons/1200 | https://gohatters.com/sports/baseball/roster/coaches/daniel-latham/1199 | https://gohatters.com/sports/baseball/roster/coaches/greg-lovelady/1201
cmou72rjw00chqtt8k4ykpna3,cmou72rj700cfqtt8j1fo71oa,Stony Brook University,stony-brook-university,Stony Brook,NY,NCAA_D1,,3,https://stonybrookathletics.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://stonybrookathletics.com/sports/baseball/coaches/2026,https://stonybrookathletics.com/sports/baseball/coaches/2026 | https://stonybrookathletics.com/sports/baseball/coaches/2026 | https://stonybrookathletics.com/sports/baseball/coaches/2026,https://stonybrookathletics.com/sports/baseball/roster/coaches/jim-martin/1552 | https://stonybrookathletics.com/sports/baseball/roster/coaches/evan-fox/1553 | https://stonybrookathletics.com/sports/baseball/roster/coaches/mike-petrowski/1569
cmosun09h0052qtlg5joyoy43,cmosun08u0050qtlg3k28eb5j,TCU,tcu,Fort Worth,TX,NCAA_D1,,4,https://gofrogs.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gofrogs.com/sports/baseball/roster/2026#coaches,https://gofrogs.com/sports/baseball/roster/2026#coaches | https://gofrogs.com/sports/baseball/roster/2026#coaches | https://gofrogs.com/sports/baseball/roster/2026#coaches | https://gofrogs.com/sports/baseball/roster/2026#coaches,https://gofrogs.com/sports/baseball/roster/coaches/kirk-saarloos/2042 | https://gofrogs.com/sports/baseball/roster/coaches/bill-mosiello/1821 | https://gofrogs.com/sports/baseball/roster/coaches/dave-lawn/1819 | https://gofrogs.com/sports/baseball/roster/coaches/john-dilaura/2045
cmosun0ar0055qtlg6xlvphkd,cmosun0a30053qtlgwqx8pc03,Texas Tech University,texas-tech-university,Lubbock,TX,NCAA_D1,,4,https://texastech.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://texastech.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://texastech.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://texastech.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://texastech.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://texastech.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://texastech.com/sports/baseball/roster/coaches/tim-tadlock/4257 | https://texastech.com/sports/baseball/roster/coaches/eric-gutierrez/4262 | https://texastech.com/sports/baseball/roster/coaches/jbob-thomas/4258 | https://texastech.com/sports/baseball/roster/coaches/steve-foster/4265
cmou72rlc00ckqtt8h1zgkmzj,cmou72rkm00ciqtt8z62e367q,Towson University,towson-university,Towson,MD,NCAA_D1,,4,https://towsontigers.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://towsontigers.com/sports/baseball/coaches/2026,https://towsontigers.com/sports/baseball/coaches/2026 | https://towsontigers.com/sports/baseball/coaches/2026 | https://towsontigers.com/sports/baseball/coaches/2026 | https://towsontigers.com/sports/baseball/coaches/2026,https://towsontigers.com/sports/baseball/roster/coaches/matt-tyner/8668 | https://towsontigers.com/sports/baseball/roster/coaches/j-d-pulfer/8670 | https://towsontigers.com/sports/baseball/roster/coaches/mike-ruppenthal/8669 | https://towsontigers.com/sports/baseball/roster/coaches/steven-medrano/8695
cmou57ekc0088qtdwzjnvgm0x,cmou57ejn0086qtdwaxqor803,Tulane University,tulane-university,New Orleans,LA,NCAA_D1,,4,https://tulanegreenwave.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://tulanegreenwave.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://tulanegreenwave.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://tulanegreenwave.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://tulanegreenwave.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://tulanegreenwave.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://tulanegreenwave.com/sports/baseball/roster/coaches/jay-uhlman/8165 | https://tulanegreenwave.com/sports/baseball/roster/coaches/anthony-izzio/7961 | https://tulanegreenwave.com/sports/baseball/roster/coaches/bryan--hodge/8168 | https://tulanegreenwave.com/sports/baseball/roster/coaches/walt-jones/8167
cmosun0c10058qtlgn2wdysws,cmosun0bd0056qtlg87u13vxx,UCF,ucf,Orlando,FL,NCAA_D1,,4,https://ucfknights.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ucfknights.com/sports/baseball/roster#sidearm-roster-coaches,https://ucfknights.com/sports/baseball/roster#sidearm-roster-coaches | https://ucfknights.com/sports/baseball/roster#sidearm-roster-coaches | https://ucfknights.com/sports/baseball/roster#sidearm-roster-coaches | https://ucfknights.com/sports/baseball/roster#sidearm-roster-coaches,https://ucfknights.com/sports/baseball/roster/season/2026/staff/rich-wallace | https://ucfknights.com/sports/baseball/roster/season/2026/staff/drew-thomas | https://ucfknights.com/sports/baseball/roster/season/2026/staff/norberto-lopez | https://ucfknights.com/sports/baseball/roster/season/2026/staff/shane-gierke
cmossumqt003zqtpgyjdtn02c,cmossumq5003xqtpgz2376dpb,UCLA,ucla,Los Angeles,CA,NCAA_D1,,4,https://uclabruins.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://uclabruins.com/sports/baseball/coaches/2026,https://uclabruins.com/sports/baseball/coaches/2026 | https://uclabruins.com/sports/baseball/coaches/2026 | https://uclabruins.com/sports/baseball/coaches/2026 | https://uclabruins.com/sports/baseball/coaches/2026,https://uclabruins.com/sports/baseball/roster/season/2026/staff/john-savage | https://uclabruins.com/sports/baseball/roster/season/2026/staff/bryant-ward | https://uclabruins.com/sports/baseball/roster/season/2026/staff/griffin-barnes | https://uclabruins.com/sports/baseball/roster/season/2026/staff/jake-palmer
cmou6tv9900bqqti0wabo0574,cmou6tv8i00boqti0vjvm8aer,UNC Asheville,unc-asheville,Asheville,NC,NCAA_D1,,2,https://uncabulldogs.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://uncabulldogs.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uncabulldogs.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uncabulldogs.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uncabulldogs.com/sports/baseball/roster/coaches/alex-raburn/800 | https://uncabulldogs.com/sports/baseball/roster/coaches/bryce-roddey/803
cmou6tvap00btqti0249q1z1i,cmou6tv9y00brqti0h1og2mt7,USC Upstate,usc-upstate,Spartanburg,SC,NCAA_D1,,4,https://upstatespartans.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://upstatespartans.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://upstatespartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://upstatespartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://upstatespartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://upstatespartans.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://upstatespartans.com/sports/baseball/roster/coaches/kane--sweeney/507 | https://upstatespartans.com/sports/baseball/roster/coaches/audie-afenir/511 | https://upstatespartans.com/sports/baseball/roster/coaches/easton-cullison/510 | https://upstatespartans.com/sports/baseball/roster/coaches/nick-hoffman/508
cmou57e6p007kqtdwt7q4s4pg,cmou57e5s007iqtdwb3g795nq,University of Alabama at Birmingham,university-of-alabama-at-birmingham,Birmingham,AL,NCAA_D1,,5,https://uabsports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uabsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uabsports.com/sports/baseball/roster/coaches/casey-dunn/2195 | https://uabsports.com/sports/baseball/roster/coaches/bj-green/2196 | https://uabsports.com/sports/baseball/roster/coaches/brad-moss/2197 | https://uabsports.com/sports/baseball/roster/coaches/brandon-szink/2315 | https://uabsports.com/sports/baseball/roster/coaches/parker-curry/2198
cmosownle0005qtuo0gwfge3i,cmosownko0003qtuom8wxpo9s,University of California Berkeley,university-of-california-berkeley,Berkeley,CA,NCAA_D1,,4,https://calbears.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://calbears.com/sports/baseball/coaches/2026,https://calbears.com/sports/baseball/coaches/2026 | https://calbears.com/sports/baseball/coaches/2026 | https://calbears.com/sports/baseball/coaches/2026 | https://calbears.com/sports/baseball/coaches/2026,https://calbears.com/sports/baseball/roster/coaches/mike-neu/6273 | https://calbears.com/sports/baseball/roster/coaches/anthony-gilich/6287 | https://calbears.com/sports/baseball/roster/coaches/brett-wallace/6278 | https://calbears.com/sports/baseball/roster/coaches/chris-bodishbaugh/6277
cmou6928r009kqt1gue4f9xf1,cmou69282009iqt1gxj2iub11,University of Central Arkansas,university-of-central-arkansas,Conway,AR,NCAA_D1,,4,https://ucasports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ucasports.com/sports/baseball/coaches/2026,https://ucasports.com/sports/baseball/coaches/2026 | https://ucasports.com/sports/baseball/coaches/2026 | https://ucasports.com/sports/baseball/coaches/2026 | https://ucasports.com/sports/baseball/coaches/2026,https://ucasports.com/sports/baseball/roster/coaches/nick-harlan/1569 | https://ucasports.com/sports/baseball/roster/coaches/cody-davenport/1570 | https://ucasports.com/sports/baseball/roster/coaches/heath-holliday/1573 | https://ucasports.com/sports/baseball/roster/coaches/lance-spigner/1571
cmosun032004nqtlg3uum11pe,cmosun02f004lqtlg6en5evwj,University of Cincinnati,university-of-cincinnati,Cincinnati,OH,NCAA_D1,,4,https://gobearcats.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gobearcats.com/sports/baseball/coaches/2025,https://gobearcats.com/sports/baseball/coaches/2025 | https://gobearcats.com/sports/baseball/coaches/2025 | https://gobearcats.com/sports/baseball/coaches/2025 | https://gobearcats.com/sports/baseball/coaches/2025,https://gobearcats.com/sports/baseball/roster/season/2025/staff/jordan-bischel | https://gobearcats.com/sports/baseball/roster/season/2025/staff/kyle-pettoruto | https://gobearcats.com/sports/baseball/roster/season/2025/staff/tayler-sheriff | https://gobearcats.com/sports/baseball/roster/season/2025/staff/tom-winske
cmou6ba1v00aeqticcud1v7g6,cmou6ba1700acqtict3598yzg,University of Connecticut,university-of-connecticut,Storrs,CT,NCAA_D1,,4,https://uconnhuskies.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://uconnhuskies.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uconnhuskies.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uconnhuskies.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uconnhuskies.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://uconnhuskies.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://uconnhuskies.com/sports/baseball/roster/coaches/jim-penders/1561 | https://uconnhuskies.com/sports/baseball/roster/coaches/chris-podeszwa/1565 | https://uconnhuskies.com/sports/baseball/roster/coaches/jeff-hourigan/1564 | https://uconnhuskies.com/sports/baseball/roster/coaches/joshua-macdonald/1562
cmou65q7u008kqt1ooxam21og,cmou65q73008iqt1o6zbgwgae,University of Dayton,university-of-dayton,Dayton,OH,NCAA_D1,,4,https://daytonflyers.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://daytonflyers.com/sports/baseball/coaches/2026,https://daytonflyers.com/sports/baseball/coaches/2026 | https://daytonflyers.com/sports/baseball/coaches/2026 | https://daytonflyers.com/sports/baseball/coaches/2026 | https://daytonflyers.com/sports/baseball/coaches/2026,https://daytonflyers.com/sports/baseball/roster/coaches/jayson-king/5666 | https://daytonflyers.com/sports/baseball/roster/coaches/chase-allen/5748 | https://daytonflyers.com/sports/baseball/roster/coaches/josh-roberge/5664 | https://daytonflyers.com/sports/baseball/roster/coaches/pete-sass/5662
cmosun04b004qqtlg5tbn4tad,cmosun03o004oqtlgjeqvedtg,University of Houston,university-of-houston,Houston,TX,NCAA_D1,,4,https://uhcougars.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://uhcougars.com/sports/baseball/roster#sidearm-roster-coaches,https://uhcougars.com/sports/baseball/roster#sidearm-roster-coaches | https://uhcougars.com/sports/baseball/roster#sidearm-roster-coaches | https://uhcougars.com/sports/baseball/roster#sidearm-roster-coaches | https://uhcougars.com/sports/baseball/roster#sidearm-roster-coaches,https://uhcougars.com/sports/baseball/roster/coaches/will-davis/1804 | https://uhcougars.com/sports/baseball/roster/coaches/jace-hutchins/1805 | https://uhcougars.com/sports/baseball/roster/coaches/scott-hatten/1806 | https://uhcougars.com/sports/baseball/roster/coaches/taylor-dugas/1807
cmoss3ucp002qqtaoodp62vry,cmoss3uby002oqtao54kmml5m,University of Illinois,university-of-illinois,Champaign,IL,NCAA_D1,,4,https://fightingillini.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://fightingillini.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://fightingillini.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fightingillini.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fightingillini.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fightingillini.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://fightingillini.com/sports/baseball/roster/coaches/dan-hartleb/2276 | https://fightingillini.com/sports/baseball/roster/coaches/adam-christ/2277 | https://fightingillini.com/sports/baseball/roster/coaches/curt-courtwright/2278 | https://fightingillini.com/sports/baseball/roster/coaches/dillon-napoleon/2279
cmoss3ufl002wqtaoqkam7j3s,cmoss3uew002uqtao33d0b37y,University of Iowa,university-of-iowa,Iowa City,IA,NCAA_D1,,4,https://hawkeyesports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://hawkeyesports.com/sports/baseball/roster#sidearm-roster-coaches,https://hawkeyesports.com/sports/baseball/roster#sidearm-roster-coaches | https://hawkeyesports.com/sports/baseball/roster#sidearm-roster-coaches | https://hawkeyesports.com/sports/baseball/roster#sidearm-roster-coaches | https://hawkeyesports.com/sports/baseball/roster#sidearm-roster-coaches,https://hawkeyesports.com/sports/baseball/roster/season/2025-26/staff/rick-heller | https://hawkeyesports.com/sports/baseball/roster/season/2025-26/staff/david-pearson | https://hawkeyesports.com/sports/baseball/roster/season/2025-26/staff/marty-sutherland | https://hawkeyesports.com/sports/baseball/roster/season/2025-26/staff/wes-obermueller
cmosun05l004tqtlgtp5puhg6,cmosun04x004rqtlgmuopyesz,University of Kansas,university-of-kansas,Lawrence,KS,NCAA_D1,,4,https://kuathletics.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://kuathletics.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://kuathletics.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://kuathletics.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://kuathletics.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://kuathletics.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://kuathletics.com/sports/baseball/roster/coaches/dan-fitzgerald/1022 | https://kuathletics.com/sports/baseball/roster/coaches/brandon-scott/1023 | https://kuathletics.com/sports/baseball/roster/coaches/jon-coyne/1025 | https://kuathletics.com/sports/baseball/roster/coaches/tyler-hancock/1024
cmosownsl000kqtuo6bkrgo88,cmosownru000iqtuo4o7sl6mq,University of Louisville,university-of-louisville,Louisville,KY,NCAA_D1,,4,https://gocards.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gocards.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gocards.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocards.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocards.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocards.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gocards.com/sports/baseball/roster/coaches/dan-mcdonnell/3177 | https://gocards.com/sports/baseball/roster/coaches/adam-vrable/3180 | https://gocards.com/sports/baseball/roster/coaches/eric-snider/3179 | https://gocards.com/sports/baseball/roster/coaches/roger-williams/3178
cmoss3ugz002zqtao0glr6o9h,cmoss3uga002xqtaoeu7linqc,University of Maryland,university-of-maryland,College Park,MD,NCAA_D1,,4,https://umterps.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://umterps.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://umterps.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://umterps.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://umterps.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://umterps.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://umterps.com/sports/baseball/roster/coaches/matt-swope/2667 | https://umterps.com/sports/baseball/roster/coaches/brock-keener/2671 | https://umterps.com/sports/baseball/roster/coaches/jimmy--jackson-/2669 | https://umterps.com/sports/baseball/roster/coaches/tommy-gardiner/2668
