slug,collegeName,highConfidenceAreas,mediumConfidenceAreas,lowConfidenceAreas,writeAreas,matchedCount,writeCount,sourceUrl,writeStatus
florida-international-university,Florida International University,Business|Engineering,Art|Biology|English,Communications|Data Analytics|Hospitality|Philosophy|Physics,Business|Engineering|Art|Biology|English,10,5,https://www.fiu.edu/academics,WRITTEN
florida-state-university,Florida State University,,Business|Human Resources|Information Technology,Social Work,Business|Human Resources|Information Technology,4,3,https://www.fsu.edu,WRITTEN
fordham-university,Fordham University,Education,Business|History|Religion,Hospitality|Human Resources|Information Technology|Philosophy,Education|Business|History|Religion,8,4,https://www.fordham.edu/academics,WRITTEN
framingham-state-university,Framingham State University,Biology|Business|Education|Engineering|English|History|Mathematics|Nutrition,Accounting|Art|Art History|Biochemistry|Chemistry|Economics|Marketing|Nursing|Pre-Med,Computer Science|Finance|Information Technology|Philosophy|Political Science|Psychology|Sociology,Biology|Business|Education|Engineering|English|History|Mathematics|Nutrition|Accounting|Art|Art History|Biochemistry|Chemistry|Economics|Marketing|Nursing|Pre-Med,24,17,https://www.framingham.edu/academics,WRITTEN
francis-marion-university,Francis Marion University,Accounting|Business|Communications|Education|Health Sciences|Nursing|Performing Arts|Psychology,Art|Biology|Chemistry|Engineering|English|History|Human Resources|Journalism|Management|Mathematics|Music|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Public Relations|Sociology,Art History|Civil Engineering|Computer Science|Criminal Justice|Economics|Environmental Science|Finance|Graphic Design|Industrial Engineering|Information Systems|Mechanical Engineering,Accounting|Business|Communications|Education|Health Sciences|Nursing|Performing Arts|Psychology|Art|Biology|Chemistry|Engineering|English|History|Human Resources|Journalism|Management|Mathematics|Music|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Public Relations|Sociology,40,29,https://www.fmarion.edu/academics,WRITTEN
franciscan-university-of-steubenville,Franciscan University of Steubenville,Criminal Justice|Education|Engineering|History|Management|Philosophy|Psychology,Accounting|Biochemistry|Biology|Business|Chemistry|Computer Science|Cybersecurity|Economics|English|Entrepreneurship|Exercise Science|Film Studies|Finance|Forensic Science|Literature|Marketing|Mechanical Engineering|Music|Neuroscience|Nursing|Occupational Therapy|Physical Therapy|Political Science|Pre-Physical Therapy|Social Work|Sociology|Software Engineering,,Criminal Justice|Education|Engineering|History|Management|Philosophy|Psychology|Accounting|Biochemistry|Biology|Business|Chemistry|Computer Science|Cybersecurity|Economics|English|Entrepreneurship|Exercise Science|Film Studies|Finance|Forensic Science|Literature|Marketing|Mechanical Engineering|Music|Neuroscience|Nursing|Occupational Therapy|Physical Therapy|Political Science|Pre-Physical Therapy|Social Work|Sociology|Software Engineering,34,34,https://www.franciscan.edu/programs,WRITTEN
franklin-and-marshall-college,Franklin & Marshall College,Education|History,Computer Science|Data Science|Economics|Electrical Engineering|Engineering|English|Entrepreneurship|Mathematics|Music|Performing Arts|Physics|Psychology,Biology|Marine Biology|Philosophy|Theater,Education|History|Computer Science|Data Science|Economics|Electrical Engineering|Engineering|English|Entrepreneurship|Mathematics|Music|Performing Arts|Physics|Psychology,18,14,https://www.fandm.edu,WRITTEN
franklin-college,Franklin College,Art|Business|Engineering|English|Exercise Science|History|Journalism|Marketing|Mathematics|Music|Political Science,Accounting|Athletic Training|Biology|Chemistry|Cybersecurity|Data Science|Economics|Education|Neuroscience|Philosophy|Physics|Psychology|Public Relations|Religion|Sociology|Software Engineering,Actuarial Science|Art History|Communications|Computer Science|Finance|Graphic Design|Literature,Art|Business|Engineering|English|Exercise Science|History|Journalism|Marketing|Mathematics|Music|Political Science|Accounting|Athletic Training|Biology|Chemistry|Cybersecurity|Data Science|Economics|Education|Neuroscience|Philosophy|Physics|Psychology|Public Relations|Religion|Sociology|Software Engineering,34,27,https://www.franklincollege.edu/academics,WRITTEN
fresno-state,Fresno State,,,,,0,0,,NO_WRITABLE_MATCHES
gallaudet-university,Gallaudet University,Accounting|Art|Biology|Business|Chemistry|Communications|Data Science|Education|English|Finance|History|Human Services|Information Technology|Management|Mathematics|Neuroscience|Philosophy|Psychology|Public Administration|Public Health|Social Work|Sociology,Criminal Justice|Engineering|Entrepreneurship|Human Resources|Industrial Engineering|International Relations|Performing Arts|Religion,Economics|Theater,Accounting|Art|Biology|Business|Chemistry|Communications|Data Science|Education|English|Finance|History|Human Services|Information Technology|Management|Mathematics|Neuroscience|Philosophy|Psychology|Public Administration|Public Health|Social Work|Sociology|Criminal Justice|Engineering|Entrepreneurship|Human Resources|Industrial Engineering|International Relations|Performing Arts|Religion,32,30,https://www.gallaudet.edu/academics,WRITTEN
gardner-webb-university,Gardner-Webb University,Education,History|Nursing|Psychology,Communications|Health Sciences,Education|History|Nursing|Psychology,6,4,https://gardner-webb.edu/academics,WRITTEN
gaston-college,Gaston College,Business|Education|Engineering|Information Technology,Biotechnology|Civil Engineering|History|Nursing,Accounting|Criminal Justice|Finance|Human Resources|Human Services|Information Systems|Respiratory Therapy|Visual Arts|Web Development,Business|Education|Engineering|Information Technology|Biotechnology|Civil Engineering|History|Nursing,17,8,https://www.gaston.edu/academic-programs,WRITTEN
geneva-college,Geneva College,Engineering,Accounting|Business|Education|English|History|Management|Political Science|Psychology|Sport Management,Computer Science|Mathematics|Nursing|Philosophy,Engineering|Accounting|Business|Education|English|History|Management|Political Science|Psychology|Sport Management,14,10,https://www.geneva.edu/academics,WRITTEN
george-fox-university,George Fox University,,Education|Marketing|Public Relations,,Education|Marketing|Public Relations,3,3,https://www.georgefox.edu/majors,WRITTEN
george-mason-university,George Mason University,,Business|Communications|Cybersecurity|Education|Human Resources|Performing Arts,Economics|Engineering,Business|Communications|Cybersecurity|Education|Human Resources|Performing Arts,8,6,https://www.gmu.edu,WRITTEN
george-washington-university,George Washington University,,Architecture|Biology|Computer Science|Engineering|International Relations|Nursing|Political Science,Communications|Economics|Health Sciences|Performing Arts|Theater,Architecture|Biology|Computer Science|Engineering|International Relations|Nursing|Political Science,12,7,https://www.gwu.edu/academics,WRITTEN
georgetown-university,Georgetown University,,Education|History,,Education|History,2,2,https://www.georgetown.edu/academics,WRITTEN
georgia-gwinnett-college,Georgia Gwinnett College,Business|Education,Health Sciences|History,,Business|Education|Health Sciences|History,4,4,https://www.ggc.edu/academics,WRITTEN
georgia-southern-university,Georgia Southern University,Education,Art|Business|Criminal Justice|Engineering|Finance|Mathematics|Psychology|Public Administration|Sociology,Computer Science|Information Technology|Literature|Philosophy|Public Health,Education|Art|Business|Criminal Justice|Engineering|Finance|Mathematics|Psychology|Public Administration|Sociology,15,10,https://www.georgiasouthern.edu/academics,WRITTEN
georgia-state-university,Georgia State University,Accounting|Actuarial Science|Business|Data Science|Information Systems|Public Health,Art|Art History|Biomedical Sciences|Communications|Criminal Justice|Education|English|Finance|History|Human Resources|Information Technology|Management|Marketing|Mathematics|Nursing|Psychology|Social Work|Statistics,Economics|Sociology,Accounting|Actuarial Science|Business|Data Science|Information Systems|Public Health|Art|Art History|Biomedical Sciences|Communications|Criminal Justice|Education|English|Finance|History|Human Resources|Information Technology|Management|Marketing|Mathematics|Nursing|Psychology|Social Work|Statistics,26,24,https://www.gsu.edu/academics,WRITTEN
georgia-tech,Georgia Tech,Business|Education|Engineering,Entrepreneurship,Communications|Finance|Human Resources,Business|Education|Engineering|Entrepreneurship,7,4,https://www.gatech.edu/academics,WRITTEN
gettysburg-college,Gettysburg College,,Education|Music,Communications,Education|Music,3,2,https://www.gettysburg.edu/academics,WRITTEN
gonzaga-university,Gonzaga University,,,,,0,0,,NO_WRITABLE_MATCHES
gordon-college,Gordon College,Music,Art|Business|Education|Human Services|Psychology,Biology|Computer Science|Human Resources,Music|Art|Business|Education|Human Services|Psychology,9,6,https://www.gordon.edu/academics,WRITTEN
grambling-state-university,Grambling State University,Business|Education|History,Criminal Justice|Finance|Nursing|Psychology|Social Work|Sociology,Accounting|Chemistry|Computer Science|Cybersecurity|Engineering|Information Systems|Kinesiology|Mathematics|Performing Arts|Physics|Political Science|Public Administration,Business|Education|History|Criminal Justice|Finance|Nursing|Psychology|Social Work|Sociology,21,9,https://www.gram.edu/academics,WRITTEN
grand-canyon-university,Grand Canyon University,Business|Education|Engineering|Nursing,Criminal Justice|Digital Media|History|Psychology,,Business|Education|Engineering|Nursing|Criminal Justice|Digital Media|History|Psychology,8,8,https://www.gcu.edu/academics,WRITTEN
greensboro-college,Greensboro College,Accounting|Art|Biology|Business|Criminal Justice|Economics|Education|English|History|Mathematics|Music|Political Science|Psychology|Religion|Sociology,Business Analytics|Chemistry|Data Science|Engineering|Exercise Science|Health Sciences|Human Services|Language Arts|Management|Philosophy|Public Health,Kinesiology|Media Studies,Accounting|Art|Biology|Business|Criminal Justice|Economics|Education|English|History|Mathematics|Music|Political Science|Psychology|Religion|Sociology|Business Analytics|Chemistry|Data Science|Engineering|Exercise Science|Health Sciences|Human Services|Language Arts|Management|Philosophy|Public Health,28,26,https://www.greensboro.edu/academics,WRITTEN
greenville-university,Greenville University,Education,Business|History,,Education|Business|History,3,3,https://www.greenville.edu/academics,WRITTEN
grinnell-college,Grinnell College,Art|Education,Art History|Biology|Business|Chemistry|Computer Science|Economics|Engineering|English|History|International Relations|Mathematics|Media Studies|Music|Neuroscience|Philosophy|Physics|Political Science|Psychology|Sociology|Statistics,Communications,Art|Education|Art History|Biology|Business|Chemistry|Computer Science|Economics|Engineering|English|History|International Relations|Mathematics|Media Studies|Music|Neuroscience|Philosophy|Physics|Political Science|Psychology|Sociology|Statistics,23,22,https://www.grinnell.edu/academics/majors,WRITTEN
grove-city-college,Grove City College,Business|Education|Engineering|Mathematics,Accounting|Business Analytics|Communications|Entrepreneurship|Exercise Science|History|Information Technology|Marketing|Pre-Law,Economics,Business|Education|Engineering|Mathematics|Accounting|Business Analytics|Communications|Entrepreneurship|Exercise Science|History|Information Technology|Marketing|Pre-Law,14,13,https://www.gcc.edu/academics,WRITTEN
guilford-college,Guilford College,Education,Communications|History|Marketing,Entrepreneurship|International Relations,Education|Communications|History|Marketing,6,4,https://www.guilford.edu/academics,WRITTEN
gustavus-adolphus-college,Gustavus Adolphus College,,History|Nursing|Visual Arts,Engineering,History|Nursing|Visual Arts,4,3,https://www.gustavus.edu,WRITTEN
gwynedd-mercy-university,Gwynedd Mercy University,Accounting|Biology|Business|Chemistry|Communications|Criminal Justice|Cybersecurity|Data Analytics|Education|Finance|Forensic Science|History|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physical Therapy|Pre-Med|Pre-Physical Therapy|Psychology|Public Health|Social Work|Sport Management,Art|Exercise Science|Occupational Therapy,,Accounting|Biology|Business|Chemistry|Communications|Criminal Justice|Cybersecurity|Data Analytics|Education|Finance|Forensic Science|History|Management|Marketing|Mathematics|Music|Nursing|Philosophy|Physical Therapy|Pre-Med|Pre-Physical Therapy|Psychology|Public Health|Social Work|Sport Management|Art|Exercise Science|Occupational Therapy,28,28,https://www.gmercyu.edu/academics/programs,WRITTEN
hamilton-college,Hamilton College,Art|History,Biology|Education|Physics|Statistics,Art History|Biochemistry|Chemistry|Computer Science|Data Science|Economics|Literature|Mathematics|Media Studies|Neuroscience|Performing Arts|Philosophy|Psychology|Sociology,Art|History|Biology|Education|Physics|Statistics,20,6,https://www.hamilton.edu/academics,WRITTEN
hamline-university,Hamline University,Business|Education,Forensic Science|History|Psychology|Religion,,Business|Education|Forensic Science|History|Psychology|Religion,6,6,https://www.hamline.edu/academics,WRITTEN
hampden-sydney-college,Hampden-Sydney College,Education,History,Entrepreneurship|Human Resources,Education|History,4,2,https://www.hsc.edu/academics,WRITTEN
hanover-college,Hanover College,Education|Occupational Therapy|Physical Therapy,Accounting|Business|Engineering|Health Sciences|Human Resources|Nursing|Pre-Law|Pre-Med,,Education|Occupational Therapy|Physical Therapy|Accounting|Business|Engineering|Health Sciences|Human Resources|Nursing|Pre-Law|Pre-Med,11,11,https://www.hanover.edu/academics,WRITTEN
hardin-simmons-university,Hardin-Simmons University,,Accounting|Business|Education|Management|Physical Therapy,,Accounting|Business|Education|Management|Physical Therapy,5,5,https://www.hsutx.edu/academics,WRITTEN
harvard-university,Harvard University,History,Art|Education,Engineering|Philosophy|Public Health|Visual Arts,History|Art|Education,7,3,https://www.harvard.edu/academics,WRITTEN
haverford-college,Haverford College,,,,,0,0,,NO_WRITABLE_MATCHES
heidelberg-university,Heidelberg University,Education,Business|History|Marketing,Human Resources|Information Technology,Education|Business|History|Marketing,6,4,https://www.heidelberg.edu/academics,WRITTEN
hendrix-college,Hendrix College,Art|Biology|Business|Education|History|Literature|Mathematics|Physics|Sociology,Accounting|Art History|Biochemistry|Chemistry|Computer Science|Economics|Engineering|English|Media Studies|Music|Occupational Therapy|Philosophy|Psychology|Social Work|Theater,Data Analytics|Journalism|Neuroscience|Physical Therapy|Public Health,Art|Biology|Business|Education|History|Literature|Mathematics|Physics|Sociology|Accounting|Art History|Biochemistry|Chemistry|Computer Science|Economics|Engineering|English|Media Studies|Music|Occupational Therapy|Philosophy|Psychology|Social Work|Theater,29,24,https://www.hendrix.edu/academics,WRITTEN
high-point-university,High Point University,Education|Engineering|Health Sciences,Business|Entrepreneurship|Information Technology|Nursing,Visual Arts,Education|Engineering|Health Sciences|Business|Entrepreneurship|Information Technology|Nursing,8,7,https://www.highpoint.edu/academics,WRITTEN
hilbert-college,Hilbert College,Accounting|Biology|Business|Criminal Justice|Cybersecurity|Digital Media|Education|English|Forensic Science|Human Services|Management|Political Science|Psychology|Public Administration,Graphic Design|Journalism|Literature|Marketing|Pre-Med|Pre-Pharmacy|Theater,Finance|Information Systems|Pre-Law,Accounting|Biology|Business|Criminal Justice|Cybersecurity|Digital Media|Education|English|Forensic Science|Human Services|Management|Political Science|Psychology|Public Administration|Graphic Design|Journalism|Literature|Marketing|Pre-Med|Pre-Pharmacy|Theater,24,21,https://www.hilbert.edu/programs,WRITTEN
hiram-college,Hiram College,Computer Science|Management|Sport Management,Accounting|Art|Biochemistry|Biology|Chemistry|Criminal Justice|Education|English|Exercise Science|History|Human Resources|Marketing|Neuroscience|Nursing|Physics|Political Science|Psychology|Public Health|Sociology|Statistics,,Computer Science|Management|Sport Management|Accounting|Art|Biochemistry|Biology|Chemistry|Criminal Justice|Education|English|Exercise Science|History|Human Resources|Marketing|Neuroscience|Nursing|Physics|Political Science|Psychology|Public Health|Sociology|Statistics,23,23,https://www.hiram.edu/academics,WRITTEN
hood-college,Hood College,Art|Biology|Business|Computer Science|Education|English|History|Information Technology|Marketing|Mathematics|Psychology,Accounting|Actuarial Science|Art History|Biochemistry|Chemistry|Criminal Justice|Cybersecurity|Data Science|Economics|Environmental Science|Finance|Graphic Design|Health Sciences|Journalism|Literature|Management|Music|Nursing|Philosophy|Physics|Political Science|Public Health|Public Relations|Religion|Social Work|Sociology,Human Resources,Art|Biology|Business|Computer Science|Education|English|History|Information Technology|Marketing|Mathematics|Psychology|Accounting|Actuarial Science|Art History|Biochemistry|Chemistry|Criminal Justice|Cybersecurity|Data Science|Economics|Environmental Science|Finance|Graphic Design|Health Sciences|Journalism|Literature|Management|Music|Nursing|Philosophy|Physics|Political Science|Public Health|Public Relations|Religion|Social Work|Sociology,38,37,https://www.hood.edu/majors,WRITTEN
hope-college,Hope College,Accounting|Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Environmental Science|History|Kinesiology|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physics|Political Science|Psychology|Religion|Social Work|Sociology|Statistics,Criminal Justice|Exercise Science|Finance|Pre-Law,Civil Engineering|Human Resources|Performing Arts,Accounting|Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Environmental Science|History|Kinesiology|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physics|Political Science|Psychology|Religion|Social Work|Sociology|Statistics|Criminal Justice|Exercise Science|Finance|Pre-Law,34,31,https://www.hope.edu/academics,WRITTEN
houghton-university,Houghton University,Accounting|Art|Athletic Training|Biochemistry|Biology|Biomedical Sciences|Business|Chemistry|Communications|Computer Science|Criminal Justice|Cybersecurity|Data Science|Education|Engineering|English|Environmental Science|Exercise Science|Finance|Forensic Science|Graphic Design|History|Literature|Management|Marketing|Mathematics|Music|Neuroscience|Nursing|Nutrition|Occupational Therapy|Philosophy|Physical Therapy|Physics|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Pre-Veterinary Medicine|Psychology,Art History|Business Analytics|Digital Media|Economics|Human Resources|Information Technology|Journalism|Pre-Vet|Public Relations|Sports Management|Statistics,Architecture|Data Analytics|International Business|Kinesiology|Political Science|Social Work|Sports Medicine,Accounting|Art|Athletic Training|Biochemistry|Biology|Biomedical Sciences|Business|Chemistry|Communications|Computer Science|Criminal Justice|Cybersecurity|Data Science|Education|Engineering|English|Environmental Science|Exercise Science|Finance|Forensic Science|Graphic Design|History|Literature|Management|Marketing|Mathematics|Music|Neuroscience|Nursing|Nutrition|Occupational Therapy|Philosophy|Physical Therapy|Physics|Pre-Law|Pre-Med|Pre-Nursing|Pre-Pharmacy|Pre-Physical Therapy|Pre-Veterinary Medicine|Psychology|Art History|Business Analytics|Digital Media|Economics|Human Resources|Information Technology|Journalism|Pre-Vet|Public Relations|Sports Management|Statistics,59,52,https://www.houghton.edu/majors,WRITTEN
houston-christian-university,Houston Christian University,Education,Philosophy,,Education|Philosophy,2,2,https://www.hcu.edu/degrees,WRITTEN
howard-payne-university,Howard Payne University,Business|Education,Emergency Management|Management|Mathematics|Music|Nursing|Religion,,Business|Education|Emergency Management|Management|Mathematics|Music|Nursing|Religion,8,8,https://www.hputx.edu/academics,WRITTEN
huntingdon-college,Huntingdon College,Education,Accounting|Athletic Training|Business|Mathematics|Psychology,Criminal Justice|Literature|Sport Management,Education|Accounting|Athletic Training|Business|Mathematics|Psychology,9,6,https://www.huntingdon.edu/academics,WRITTEN
husson-university,Husson University,Business|Education,Communications|Criminal Justice|Marketing|Statistics,,Business|Education|Communications|Criminal Justice|Marketing|Statistics,6,6,https://www.husson.edu/academics,WRITTEN
illinois-college,Illinois College,Psychology,Accounting|Business|Education|Engineering|Kinesiology|Mechanical Engineering|Physical Therapy,Biology|Criminal Justice|Exercise Science|Finance|Nursing|Political Science,Psychology|Accounting|Business|Education|Engineering|Kinesiology|Mechanical Engineering|Physical Therapy,14,8,https://www.ic.edu,WRITTEN
illinois-institute-of-technology,Illinois Institute of Technology,Engineering,Art|Education,Entrepreneurship,Engineering|Art|Education,4,3,https://www.iit.edu/programs,WRITTEN
illinois-state-university,Illinois State University,,Agriculture|Business|Education|Engineering|Nursing|Physical Therapy,Economics|Mathematics,Agriculture|Business|Education|Engineering|Nursing|Physical Therapy,8,6,https://illinoisstate.edu/academics,WRITTEN
illinois-wesleyan-university,Illinois Wesleyan University,Accounting|Art|Biology|Business|Economics|Education|English|Finance|Graphic Design|History|Management|Mathematics|Music|Physics,Actuarial Science|Art History|Biochemistry|Chemistry|Computer Science|Data Analytics|Data Science|Engineering|Entrepreneurship|Exercise Science|Human Services|International Relations|Journalism|Kinesiology|Language Arts|Literature|Marketing|Neuroscience|Nursing|Nutrition|Occupational Therapy|Philosophy|Physical Therapy|Political Science|Pre-Dentistry|Pre-Law|Pre-Pharmacy|Pre-Physical Therapy|Pre-Veterinary Medicine|Psychology|Public Administration|Public Health|Sociology|Sports Management|Statistics,,Accounting|Art|Biology|Business|Economics|Education|English|Finance|Graphic Design|History|Management|Mathematics|Music|Physics|Actuarial Science|Art History|Biochemistry|Chemistry|Computer Science|Data Analytics|Data Science|Engineering|Entrepreneurship|Exercise Science|Human Services|International Relations|Journalism|Kinesiology|Language Arts|Literature|Marketing|Neuroscience|Nursing|Nutrition|Occupational Therapy|Philosophy|Physical Therapy|Political Science|Pre-Dentistry|Pre-Law|Pre-Pharmacy|Pre-Physical Therapy|Pre-Veterinary Medicine|Psychology|Public Administration|Public Health|Sociology|Sports Management|Statistics,49,49,https://www.iwu.edu/majors,WRITTEN
immaculata-university,Immaculata University,Biology|Business|Chemistry|Education|History|Management|Music|Psychology,Accounting|Computer Science|Cybersecurity|Emergency Management|English|Exercise Science|Finance|Marketing|Nursing|Nutrition|Philosophy|Pre-Law|Pre-Pharmacy|Respiratory Therapy|Social Work|Sport Management,,Biology|Business|Chemistry|Education|History|Management|Music|Psychology|Accounting|Computer Science|Cybersecurity|Emergency Management|English|Exercise Science|Finance|Marketing|Nursing|Nutrition|Philosophy|Pre-Law|Pre-Pharmacy|Respiratory Therapy|Social Work|Sport Management,24,24,https://www.immaculata.edu/majors,WRITTEN
indiana-state-university,Indiana State University,,Music|Philosophy,Engineering,Music|Philosophy,3,2,https://www.indstate.edu/academics,WRITTEN
indiana-university,Indiana University,,Business|Education|Management,,Business|Education|Management,3,3,https://www.iu.edu/academics,WRITTEN
iowa-state-university,Iowa State University,Pre-Law|Pre-Med,Agriculture|Business|Engineering|Entrepreneurship,,Pre-Law|Pre-Med|Agriculture|Business|Engineering|Entrepreneurship,6,6,https://www.iastate.edu/academics,WRITTEN
ithaca-college,Ithaca College,Health Sciences|Music,Business|Communications|Performing Arts,,Health Sciences|Music|Business|Communications|Performing Arts,5,5,https://www.ithaca.edu/academics,WRITTEN
jackson-state-university,Jackson State University,Business|Education|Health Sciences|Management,Engineering|History,,Business|Education|Health Sciences|Management|Engineering|History,6,6,https://www.jsums.edu/academics,WRITTEN
jacksonville-state-university,Jacksonville State University,Education,Business|Entrepreneurship|History|Kinesiology|Nursing|Performing Arts|Respiratory Therapy,,Education|Business|Entrepreneurship|History|Kinesiology|Nursing|Performing Arts|Respiratory Therapy,8,8,https://www.jsu.edu,WRITTEN
jacksonville-university,Jacksonville University,Education,Business|Kinesiology|Music|Nursing,Biology,Education|Business|Kinesiology|Music|Nursing,6,5,https://www.ju.edu,WRITTEN
james-madison-university,James Madison University,Business|Education|Engineering,Art|Communications|Music|Performing Arts,Mathematics,Business|Education|Engineering|Art|Communications|Music|Performing Arts,8,7,https://www.jmu.edu/academics,WRITTEN
john-carroll-university,John Carroll University,Business|International Business,Biology|Education|Exercise Science|History|Management|Nursing|Political Science,Entrepreneurship|Journalism,Business|International Business|Biology|Education|Exercise Science|History|Management|Nursing|Political Science,11,9,https://www.jcu.edu,WRITTEN
john-jay-college-of-criminal-justice,John Jay College of Criminal Justice,Criminal Justice|Education|Management|Psychology,Art|Business|Cybersecurity|Economics|Emergency Management|English|Finance|Forensic Science|History|Philosophy|Public Administration|Sociology,Communications|Computer Science|Human Services|Literature|Mathematics|Political Science|Pre-Law,Criminal Justice|Education|Management|Psychology|Art|Business|Cybersecurity|Economics|Emergency Management|English|Finance|Forensic Science|History|Philosophy|Public Administration|Sociology,23,16,https://www.jjay.cuny.edu/academics,WRITTEN
johns-hopkins-university,Johns Hopkins University,,,,,0,0,,NO_WRITABLE_MATCHES
johnson-and-wales-university-providence,Johnson & Wales University (Providence),,,,,0,0,,NO_WRITABLE_MATCHES
johnson-and-wales-university-charlotte,Johnson & Wales University Charlotte,,,,,0,0,,NO_WRITABLE_MATCHES
juniata-college,Juniata College,,,,,0,0,,NO_WRITABLE_MATCHES
kalamazoo-college,Kalamazoo College,Education,Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Engineering|English|History|Literature|Mathematics|Media Studies|Music|Neuroscience|Philosophy|Physics|Political Science|Pre-Law|Psychology|Religion|Sociology,Public Health,Education|Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Engineering|English|History|Literature|Mathematics|Media Studies|Music|Neuroscience|Philosophy|Physics|Political Science|Pre-Law|Psychology|Religion|Sociology,25,24,https://www.kzoo.edu/academics,WRITTEN
kansas-state-university,Kansas State University,,Agriculture|Architecture|Art|Business|Education|Engineering,Computer Science|Hospitality|Information Technology|Mathematics|Performing Arts,Agriculture|Architecture|Art|Business|Education|Engineering,11,6,https://www.k-state.edu/majors,WRITTEN
kean-university,Kean University,Education,Architecture|Business,Biology|Chemistry|Criminal Justice|Human Services|Mathematics|Psychology|Public Administration,Education|Architecture|Business,10,3,https://www.kean.edu/academics,WRITTEN
keene-state-college,Keene State College,Education,Business|Finance|Management|Music,Accounting|Architecture|Biology|Chemistry|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Analytics|Exercise Science|Film Studies|Health Sciences|Journalism|Mathematics|Neuroscience|Nursing|Philosophy|Psychology|Sociology,Education|Business|Finance|Management|Music,24,5,https://www.keene.edu/academics,WRITTEN
kennesaw-state-university,Kennesaw State University,Architecture|Art|Biology|Business|Computer Science|Construction Management|Education|Engineering|Information Technology|Management|Mechanical Engineering|Nursing|Software Engineering,Accounting|Biochemistry|Chemistry|Civil Engineering|Communications|Criminal Justice|Cybersecurity|Electrical Engineering|Exercise Science|Finance|Game Design|Human Services|Marketing|Mathematics|Psychology|Public Administration|Social Work|Sport Management,,Architecture|Art|Biology|Business|Computer Science|Construction Management|Education|Engineering|Information Technology|Management|Mechanical Engineering|Nursing|Software Engineering|Accounting|Biochemistry|Chemistry|Civil Engineering|Communications|Criminal Justice|Cybersecurity|Electrical Engineering|Exercise Science|Finance|Game Design|Human Services|Marketing|Mathematics|Psychology|Public Administration|Social Work|Sport Management,31,31,https://www.kennesaw.edu/academics,WRITTEN
kent-state-university,Kent State University,Cybersecurity|Education,Business|Engineering|History|Mathematics,Environmental Science|Human Resources,Cybersecurity|Education|Business|Engineering|History|Mathematics,8,6,https://www.kent.edu/academics,WRITTEN
kenyon-college,Kenyon College,,Art|Education|Political Science|Sociology,Biology|Economics|Literature,Art|Education|Political Science|Sociology,7,4,https://www.kenyon.edu/academics,WRITTEN
keuka-college,Keuka College,Biology|Business|Education|Mathematics|Occupational Therapy|Psychology,Accounting|Art|Chemistry|Criminal Justice|English|Environmental Science|Finance|History|Human Resources|Management|Marketing|Nursing|Political Science|Social Work,Computer Science|Graphic Design|Health Sciences|Information Technology|Pre-Law|Sports Management,Biology|Business|Education|Mathematics|Occupational Therapy|Psychology|Accounting|Art|Chemistry|Criminal Justice|English|Environmental Science|Finance|History|Human Resources|Management|Marketing|Nursing|Political Science|Social Work,26,20,https://www.keuka.edu/academics,WRITTEN
keystone-college,Keystone College,Education,Business|History|Physical Therapy|Pre-Physical Therapy,,Education|Business|History|Physical Therapy|Pre-Physical Therapy,5,5,https://www.keystone.edu/academics,WRITTEN
king-s-college-pennsylvania,King's College (Pennsylvania),Business,Education|Engineering|Health Sciences|History,,Business|Education|Engineering|Health Sciences|History,5,5,https://www.kings.edu/academics,WRITTEN
knox-college,Knox College,,Art|Education|History,Mathematics,Art|Education|History,4,3,https://www.knox.edu/academics,WRITTEN
liu,LIU,,Business|Education|History|Human Resources|Information Technology|Religion,,Business|Education|History|Human Resources|Information Technology|Religion,6,6,https://www.liu.edu/academics,WRITTEN
la-roche-university,La Roche University,Education|English|History|Management,Accounting|Architecture|Biochemistry|Biology|Chemistry|Finance|Graphic Design|Health Sciences|Information Systems|Information Technology|Nursing|Visual Arts,Athletic Training|Computer Science|Criminal Justice|Cybersecurity|Human Resources|Literature|Mathematics|Physics|Political Science|Pre-Law|Psychology|Sociology,Education|English|History|Management|Accounting|Architecture|Biochemistry|Biology|Chemistry|Finance|Graphic Design|Health Sciences|Information Systems|Information Technology|Nursing|Visual Arts,28,16,https://www.laroche.edu,WRITTEN
