slug,programXUrl,programInstagramUrl,recruitingQuestionnaireUrl,recruitsPageUrl,sourceUrl,confidence,verifiedAt,reviewStatus
east-carolina-university,https://x.com/ECUAthletics,https://www.instagram.com/ecuathletics/,https://questionnaires.armssoftware.com/1c0400d4bccb,https://ecupirates.com/sports/2025/11/4/ecu-sport-management-and-ecu-athletics-launch-partnership-to-strengthen-recruitment-and-co-curricular-collaboration,https://ecupirates.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
florida-atlantic-university,https://x.com/FAUGameday,,https://questionnaires.armssoftware.com/4dcc55bdd441,https://fausports.com/documents/2025/10/21/Student-Athlete_Handbook_25-26.pdf,https://fausports.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
rice-university,,,https://questionnaires.armssoftware.com/2d3fd1563dd4,,https://riceowls.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
temple-university,,,,,https://owlsports.com/sports/baseball,LOW,,FETCH_FAILED
tulane-university,,,https://questionnaires.armssoftware.com/ea76203753c3,,https://tulanegreenwave.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
university-of-alabama-at-birmingham,,,,,https://uabsports.com/sports/baseball,LOW,,NO_LINKS_FOUND
university-of-memphis,https://twitter.com/TigersAthletics,https://instagram.com/memphisathletics/,,https://www.memphis.edu/prospective/,https://gotigersgo.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
university-of-north-carolina-at-charlotte,https://twitter.com/CharlotteBSB,,,https://charlotte49ers.com/sports/student-athlete-development?path=sa_development,https://charlotte49ers.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
university-of-south-florida,https://x.com/USFBaseball,https://instagram.com/USFBaseball,,https://gousfbulls.com/sports/2023/6/28/student-athlete-enhancement-about-us.aspx,https://gousfbulls.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
university-of-texas-at-san-antonio,https://twitter.com/UTSABSB,https://instagram.com/utsabsb,https://goutsa.com/prospective-student-athletes-questionnaires,https://goutsa.com/prospective-student-athletes-questionnaires,https://goutsa.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
