slug,collegeName,division,currentBaseballWebsiteUrl,suggestedBaseballWebsiteUrl,method,reviewStatus
monroe-university,Monroe University,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/monroeuniversity,,,NO_CANDIDATE_FOUND
crowder-college,Crowder College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/crowdercollege,https://crowder.edu/sports/baseball,guessed,NEEDS_REVIEW
jefferson-college,Jefferson College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jeffersoncollege,,,NO_CANDIDATE_FOUND
metropolitan-community-college,Metropolitan Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/metropolitancommunitycollege,,,NO_CANDIDATE_FOUND
mineral-area-college,Mineral Area College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mineralareacollege,,,NO_CANDIDATE_FOUND
st-charles-community-college,St. Charles Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stcharlescommunitycollege,,,NO_CANDIDATE_FOUND
st-louis-community-college,St. Louis Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stlouiscommunitycollege,,,NO_CANDIDATE_FOUND
state-fair-community-college,State Fair Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/statefaircommunitycollege,,,NO_CANDIDATE_FOUND
three-rivers-community-college-mo,Three Rivers Community College - MO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/threeriverscommunitycollegemo,,,NO_CANDIDATE_FOUND
andrew-college,Andrew College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/andrewcollege,,,NO_CANDIDATE_FOUND
east-georgia-college,East Georgia College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/eastgeorgiacollege,,,NO_CANDIDATE_FOUND
georgia-highlands-college,Georgia Highlands College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/georgiahighlandscollege,,,NO_CANDIDATE_FOUND
gordon-state-college,Gordon State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gordonstatecollege,,,NO_CANDIDATE_FOUND
south-georgia-state-college,South Georgia State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southgeorgiastatecollege,,,NO_CANDIDATE_FOUND
college-of-southern-idaho,College of Southern Idaho,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofsouthernidaho,,,NO_CANDIDATE_FOUND
colorado-northwestern-community-college,Colorado Northwestern Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coloradonorthwesterncommunitycollege,,,NO_CANDIDATE_FOUND
salt-lake-community-college,Salt Lake Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/saltlakecommunitycollege,,,NO_CANDIDATE_FOUND
utah-state-eastern,Utah State Eastern,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/utahstateeastern,,,NO_CANDIDATE_FOUND
connors-state-college,Connors State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/connorsstatecollege,,,NO_CANDIDATE_FOUND
eastern-oklahoma-state-college,Eastern Oklahoma State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternoklahomastatecollege,,,NO_CANDIDATE_FOUND
northeastern-oklahoma-am-college,Northeastern Oklahoma AM College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northeasternoklahomaamcollege,,,NO_CANDIDATE_FOUND
rose-state-college,Rose State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rosestatecollege,,,NO_CANDIDATE_FOUND
seminole-state-college,Seminole State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/seminolestatecollegeok,,,NO_CANDIDATE_FOUND
harford-community-college,Harford Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/harfordcommunitycollege,,,NO_CANDIDATE_FOUND
wvu-potomac-state-college,WVU Potomac State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wvupotomacstatecollege,,,NO_CANDIDATE_FOUND
calhoun-community-college,Calhoun Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/calhouncommunitycollege,,,NO_CANDIDATE_FOUND
chattahoochee-valley-community-college,Chattahoochee Valley Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattahoocheevalleycommunitycollege,,,NO_CANDIDATE_FOUND
coastal-alabama-south,Coastal Alabama - South,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coastalalabamasouth,,,NO_CANDIDATE_FOUND
lawson-state-community-college,Lawson State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lawsonstatecommunitycollege,,,NO_CANDIDATE_FOUND
northwest-shoals-community-college,Northwest-Shoals Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northwestshoalscommunitycollege,,,NO_CANDIDATE_FOUND
shelton-state-community-college,Shelton State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sheltonstatecommunitycollege,,,NO_CANDIDATE_FOUND
snead-state-community-college,Snead State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sneadstatecommunitycollege,,,NO_CANDIDATE_FOUND
southern-union-state-community-college,Southern Union State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southernunionstatecommunitycollege,,,NO_CANDIDATE_FOUND
wallace-state-community-college-hanceville,Wallace State Community College-Hanceville,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wallacestatecommunitycollegehancevil,,,NO_CANDIDATE_FOUND
baton-rouge-community-college,Baton Rouge Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/batonrougecommunitycollege,,,NO_CANDIDATE_FOUND
delgado-community-college,Delgado Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/delgadocommunitycollege,,,NO_CANDIDATE_FOUND
louisiana-state-university-eunice,Louisiana State University Eunice,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/louisianastateuniversityeunice,,,NO_CANDIDATE_FOUND
nunez-community-college,Nunez Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/nunezcommunitycollege,,,NO_CANDIDATE_FOUND
frontier-community-college,Frontier Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frontiercommunitycollege,,,NO_CANDIDATE_FOUND
john-a-logan-college,John A. Logan College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnalogancollege,,,NO_CANDIDATE_FOUND
kaskaskia-college,Kaskaskia College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kaskaskiacollege,,,NO_CANDIDATE_FOUND
lake-land-college,Lake Land College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lakelandcollege,,,NO_CANDIDATE_FOUND
lincoln-trail-college,Lincoln Trail College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lincolntrailcollege,,,NO_CANDIDATE_FOUND
olney-central-college,Olney Central College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/olneycentralcollege,,,NO_CANDIDATE_FOUND
rend-lake-college,Rend Lake College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rendlakecollege,,,NO_CANDIDATE_FOUND
shawnee-community-college,Shawnee Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/shawneecommunitycollege,,,NO_CANDIDATE_FOUND
southeastern-illinois-college,Southeastern Illinois College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southeasternillinoiscollege,,,NO_CANDIDATE_FOUND
southwestern-illinois-college,Southwestern Illinois College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southwesternillinoiscollege,,,NO_CANDIDATE_FOUND
wabash-valley-college,Wabash Valley College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wabashvalleycollege,,,NO_CANDIDATE_FOUND
kennedy-king-college,Kennedy-King College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kennedykingcollege,,,NO_CANDIDATE_FOUND
kishwaukee-college,Kishwaukee College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kishwaukeecollege,,,NO_CANDIDATE_FOUND
mchenry-county-college,McHenry County College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mchenrycountycollege,,,NO_CANDIDATE_FOUND
olive-harvey-college,Olive-Harvey College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/oliveharveycollege,,,NO_CANDIDATE_FOUND
south-suburban-college,South Suburban College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southsuburbancollege,,,NO_CANDIDATE_FOUND
triton-college,Triton College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/tritoncollege,https://tritonathletics.com/sports/baseball,guessed,NEEDS_REVIEW
amarillo-college,Amarillo College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/amarillocollege,,,NO_CANDIDATE_FOUND
cisco-college,Cisco College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/ciscocollege,,,NO_CANDIDATE_FOUND
clarendon-college,Clarendon College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clarendoncollege,,,NO_CANDIDATE_FOUND
el-paso-community-college,El Paso Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/elpasocommunitycollege,,,NO_CANDIDATE_FOUND
frank-phillips-college,Frank Phillips College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frankphillipscollege,,,NO_CANDIDATE_FOUND
grayson-college,Grayson College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/graysoncollege,,,NO_CANDIDATE_FOUND
hill-college,Hill College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillcollege,,,NO_CANDIDATE_FOUND
howard-college,Howard College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/howardcollege,,,NO_CANDIDATE_FOUND
mclennan-community-college,McLennan Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mclennancommunitycollege,,,NO_CANDIDATE_FOUND
midland-college,Midland College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/midlandcollege,,,NO_CANDIDATE_FOUND
new-mexico-junior-college,New Mexico Junior College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/newmexicojuniorcollege,,,NO_CANDIDATE_FOUND
new-mexico-military-institute,New Mexico Military Institute,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/newmexicomilitaryinstitute,,,NO_CANDIDATE_FOUND
north-central-texas-college,North Central Texas College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northcentraltexascollege,,,NO_CANDIDATE_FOUND
odessa-college,Odessa College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/odessacollege,,,NO_CANDIDATE_FOUND
ranger-college,Ranger College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rangercollege,,,NO_CANDIDATE_FOUND
temple-college,Temple College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/templecollege,,,NO_CANDIDATE_FOUND
vernon-college,Vernon College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/vernoncollege,,,NO_CANDIDATE_FOUND
weatherford-college,Weatherford College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/weatherfordcollege,,,NO_CANDIDATE_FOUND
western-texas-college,Western Texas College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/westerntexascollege,,,NO_CANDIDATE_FOUND
allen-county-community-college,Allen County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/allencountycommunitycollege,,,NO_CANDIDATE_FOUND
barton-community-college,Barton Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/bartoncommunitycollege,,,NO_CANDIDATE_FOUND
butler-community-college-ks,Butler Community College - KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/butlercommunitycollegeks,,,NO_CANDIDATE_FOUND
cloud-county-community-college,Cloud County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cloudcountycommunitycollege,,,NO_CANDIDATE_FOUND
coffeyville-community-college,Coffeyville Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coffeyvillecommunitycollege,,,NO_CANDIDATE_FOUND
colby-community-college,Colby Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/colbycommunitycollege,,,NO_CANDIDATE_FOUND
cowley-county-community-college,Cowley County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cowleycountycommunitycollege,,,NO_CANDIDATE_FOUND
dodge-city-community-college,Dodge City Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dodgecitycommunitycollege,,,NO_CANDIDATE_FOUND
fort-scott-community-college,Fort Scott Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/fortscottcommunitycollege,,,NO_CANDIDATE_FOUND
garden-city-community-college,Garden City Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gardencitycommunitycollege,,,NO_CANDIDATE_FOUND
highland-community-college-kansas,Highland Community College - Kansas,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/highlandcommunitycollegekansas,,,NO_CANDIDATE_FOUND
hutchinson-community-college,Hutchinson Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hutchinsoncommunitycollege,,,NO_CANDIDATE_FOUND
johnson-county-community-college,Johnson County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnsoncountycommunitycollege,,,NO_CANDIDATE_FOUND
kansas-city-kansas-community-college,Kansas City Kansas Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kansascitykansascommunitycollege,,,NO_CANDIDATE_FOUND
labette-community-college,Labette Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/labettecommunitycollege,,,NO_CANDIDATE_FOUND
neosho-county-community-college,Neosho County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/neoshocountycommunitycollege,,,NO_CANDIDATE_FOUND
pratt-community-college,Pratt Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/prattcommunitycollege,,,NO_CANDIDATE_FOUND
seward-county-community-college,Seward County Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sewardcountycommunitycollege,,,NO_CANDIDATE_FOUND
chattanooga-state-community-college,Chattanooga State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattanoogastatecommunitycollege,,,NO_CANDIDATE_FOUND
cleveland-state-community-college,Cleveland State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clevelandstatecommunitycollege,,,NO_CANDIDATE_FOUND
columbia-state-community-college,Columbia State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/columbiastatecommunitycollege,,,NO_CANDIDATE_FOUND
dyersburg-state-community-college,Dyersburg State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dyersburgstatecommunitycollege,,,NO_CANDIDATE_FOUND
jackson-state-community-college,Jackson State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jacksonstatecommunitycollege,,,NO_CANDIDATE_FOUND
motlow-state-community-college,Motlow State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/motlowstatecommunitycollege,,,NO_CANDIDATE_FOUND
roane-state-community-college,Roane State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/roanestatecommunitycollege,,,NO_CANDIDATE_FOUND
southwest-tennessee-community-college,Southwest Tennessee Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southwesttennesseecommunitycollege,,,NO_CANDIDATE_FOUND
volunteer-state-community-college,Volunteer State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/volunteerstatecommunitycollege,,,NO_CANDIDATE_FOUND
walters-state-community-college,Walters State Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/waltersstatecommunitycollege,,,NO_CANDIDATE_FOUND
chipola-college,Chipola  College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chipolacollege,,,NO_CANDIDATE_FOUND
college-of-central-florida,College of Central Florida,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofcentralflorida,,,NO_CANDIDATE_FOUND
daytona-state-college,Daytona State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/daytonastatecollege,,,NO_CANDIDATE_FOUND
eastern-florida-state-college,Eastern Florida State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternfloridastatecollege,,,NO_CANDIDATE_FOUND
florida-southwestern-state-college,Florida Southwestern State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/floridasouthwesternstatecollege,,,NO_CANDIDATE_FOUND
gulf-coast-state-college,Gulf Coast State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gulfcoaststatecollege,,,NO_CANDIDATE_FOUND
hillsborough-community-college,Hillsborough Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillsboroughcommunitycollege,,,NO_CANDIDATE_FOUND
indian-river-state-college,Indian River State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/indianriverstatecollege,,,NO_CANDIDATE_FOUND
miami-dade-college,Miami Dade College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/miamidadecollege,,,NO_CANDIDATE_FOUND
northwest-florida-state-college,Northwest Florida State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northwestfloridastatecollege,,,NO_CANDIDATE_FOUND
pensacola-state-college,Pensacola State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/pensacolastatecollege,,,NO_CANDIDATE_FOUND
polk-state-college,Polk State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/polkstatecollege,,,NO_CANDIDATE_FOUND
santa-fe-college,Santa Fe College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/santafecollege,,,NO_CANDIDATE_FOUND
seminole-state-college-of-florida,Seminole State College of Florida,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/seminolestatecollegeofflorida,,,NO_CANDIDATE_FOUND
st-petersburg-college,St. Petersburg College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stpetersburgcollege,,,NO_CANDIDATE_FOUND
state-college-of-florida-manatee-sarasota,"State College of Florida, Manatee-Sarasota",NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/statecollegeoffloridamanateesaraso,,,NO_CANDIDATE_FOUND
tallahassee-state-college,Tallahassee State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/tallahasseestatecollege,,,NO_CANDIDATE_FOUND
lamar-community-college,Lamar Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lamarcommunitycollege,,,NO_CANDIDATE_FOUND
luna-community-college,Luna Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lunacommunitycollege,,,NO_CANDIDATE_FOUND
mccook-community-college,McCook Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mccookcommunitycollege,,,NO_CANDIDATE_FOUND
northeastern-junior-college,Northeastern Junior College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northeasternjuniorcollege,,,NO_CANDIDATE_FOUND
otero-college,Otero College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/oterocollege,,,NO_CANDIDATE_FOUND
southeast-community-college,Southeast Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southeastcommunitycollege,,,NO_CANDIDATE_FOUND
trinidad-state-college,Trinidad State College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/trinidadstatecollege,,,NO_CANDIDATE_FOUND
western-nebraska-community-college,Western Nebraska Community College,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/westernnebraskacommunitycollege,,,NO_CANDIDATE_FOUND
