collegeId,collegeName,slug,city,state,legacyDivision,canonicalDivision,legacyConference,canonicalConference,baseballWebsiteUrl,importedCoachCount
cmou8cth500niqtloqxbbcs7q,Abilene Christian University,abilene-christian-university,Abilene,TX,,NCAA_D1,,WAC,https://acusports.com/sports/baseball,1
cmou7y6lb00i0qtoctz1o5gup,Air Force Academy,air-force-academy,Colorado Springs,CO,,NCAA_D1,,Mountain West,https://goairforcefalcons.com/sports/baseball,4
cmou8bk4r00miqtuwipz7ujxn,Alabama A&M University,alabama-am-university,Huntsville,AL,,NCAA_D1,,SWAC,https://aamusports.com/sports/baseball,2
cmou8bk6700mlqtuw9jg9v0hr,Alabama State University,alabama-state-university,Montgomery,AL,,NCAA_D1,,SWAC,https://bamastatesports.com/sports/baseball,3
cmou8bk7r00moqtuw877oh8ym,Alcorn State University,alcorn-state-university,Lorman,MS,,NCAA_D1,,SWAC,https://alcornsports.com/sports/baseball,2
cmorirv6d0013qtm0857czvw2,Appalachian State University,appalachian-state-university,Boone,NC,,NCAA_D1,,Sun Belt,https://appstatesports.com/sports/baseball,4
cmosumzx30049qtlgomg2y8hl,Arizona,arizona,Tucson,AZ,,NCAA_D1,,,https://arizonawildcats.com/sports/baseball,4
cmosumzyf004cqtlgurkdv8j2,Arizona State University,arizona-state-university,Tempe,AZ,,NCAA_D1,,,https://thesundevils.com/sports/baseball,4
cmou3bz6n005oqtvovcdaj57a,Arkansas State University,arkansas-state-university,Jonesboro,AR,,NCAA_D1,,Sun Belt,https://astateredwolves.com/sports/baseball,4
cmou853t900kfqtiwom7baojh,Army West Point,army-west-point,West Point,NY,,NCAA_D1,,Patriot League,https://goarmywestpoint.com/sports/baseball,4
cmosp9qds001iqtyg1wl3lj4x,Auburn University,auburn-university,Auburn,AL,,NCAA_D1,,SEC,https://auburntigers.com/sports/baseball,4
cmou6925b009cqt1gkx1kghnj,Austin Peay State University,austin-peay-state-university,Clarksville,TN,,NCAA_D1,,,https://letsgopeay.com/sports/baseball,3
cmosun015004iqtlg3arpxgbi,BYU,byu,Provo,UT,,NCAA_D1,,,https://byucougars.com/sports/baseball,4
cmou7skej00frqtagr0af6s2l,Ball State University,ball-state-university,Muncie,IN,,NCAA_D1,,MAC,https://ballstatesports.com/sports/baseball,4
cmosumzzu004fqtlg454szeg8,Baylor University,baylor-university,Waco,TX,,NCAA_D1,,,https://baylorbears.com/sports/baseball,4
cmou6926p009fqt1gv6h5xaxk,Bellarmine University,bellarmine-university,Louisville,KY,,NCAA_D1,,,https://athletics.bellarmine.edu/sports/baseball,4
cmou7wkoo00hxqt5s9a60o3y4,Belmont University,belmont-university,Nashville,TN,,NCAA_D1,,Missouri Valley,https://belmontbruins.com/sports/baseball,4
cmou8bk9700mrqtuwxcss2rbf,Bethune-Cookman University,bethune-cookman-university,Daytona Beach,FL,,NCAA_D1,,SWAC,https://bcuathletics.com/sports/baseball,4
cmosownei0000qtuolkw0dovw,Boston College,boston-college,Chestnut Hill,MA,,NCAA_D1,,,https://bceagles.com/sports/baseball,3
cmou7skg500fuqtagtydmsfwo,Bowling Green State University,bowling-green-state-university,Bowling Green,OH,,NCAA_D1,,MAC,https://bgsufalcons.com/sports/baseball,4
cmou7wk9s00h3qt5skvjnlqhv,Bradley University,bradley-university,Peoria,IL,,NCAA_D1,,Missouri Valley,https://bradleybraves.com/sports/baseball,3
cmou7ekn200e3qtx8xqee53qh,Brown University,brown-university,Providence,RI,,NCAA_D1,,Ivy League,https://brownbears.com/sports/baseball,4
cmou853uk00kiqtiwr4lsp4p6,Bucknell University,bucknell-university,Lewisburg,PA,,NCAA_D1,,Patriot League,https://bucknellbison.com/sports/baseball,4
cmou6b9zt00a9qticvdpbknf5,Butler University,butler-university,Indianapolis,IN,,NCAA_D1,,Big East,https://butlersports.com/sports/baseball,0
cmou8ctii00nlqtlojaynels8,California Baptist University,california-baptist-university,Riverside,CA,,NCAA_D1,,WAC,https://cbulancers.com/sports/baseball,4
cmorirv530010qtm0xxcup0nz,Campbell University,campbell-university,Buies Creek,NC,,NCAA_D1,,,https://gocamels.com/sports/baseball,4
cmou7g4yd00erqtkwsinl2cv7,Canisius University,canisius-university,Buffalo,NY,,NCAA_D1,,MAAC,https://gogriffs.com/sports/baseball,4
cmou7zw9900j0qt18f8v0lvet,Central Connecticut State University,central-connecticut-state-university,New Britain,CT,,NCAA_D1,,Northeast Conference,https://ccsubluedevils.com/sports/bsb,0
cmou7skhl00fxqtagpa6mymfq,Central Michigan University,central-michigan-university,Mount Pleasant,MI,,NCAA_D1,,MAC,https://cmuchippewas.com/sports/baseball,4
cmou6tv0000b6qti0uw8kd0th,Charleston Southern University,charleston-southern-university,Charleston,SC,,NCAA_D1,,,https://csusports.com/sports/baseball,4
cmorihuy70003qth8lteegu87,Clemson University,clemson-university,Clemson,SC,,NCAA_D1,,,https://clemsontigers.com/sports/baseball,4
cmou3bz97005rqtvofgt7p17h,Coastal Carolina University,coastal-carolina-university,Conway,SC,,NCAA_D1,,Sun Belt,https://goccusports.com/sports/baseball,4
cmorihv0l0006qth8tj4axfti,College of Charleston,college-of-charleston,Charleston,SC,,NCAA_D1,,,https://cofcsports.com/sports/baseball,4
cmou853vy00klqtiwxsprvd34,College of the Holy Cross,college-of-the-holy-cross,Worcester,MA,,NCAA_D1,,Patriot League,https://goholycross.com/sports/baseball,4
cmou7ekoe00e6qtx8h6vtazjr,Columbia University,columbia-university,New York,NY,,NCAA_D1,,Ivy League,https://gocolumbialions.com/sports/baseball,3
cmou7ekpr00e9qtx8i7bf3vt3,Cornell University,cornell-university,Ithaca,NY,,NCAA_D1,,Ivy League,https://cornellbigred.com/sports/baseball,3
cmou6ba2k00afqticpp034jhc,Creighton University,creighton-university,Omaha,NE,,NCAA_D1,,,https://gocreighton.com/sports/baseball,4
cmou3xrou007fqt5sv5iwwby9,Dallas Baptist University,dallas-baptist-university,Dallas,TX,,NCAA_D1,,Conference USA,https://dbupatriots.com/sports/baseball,0
cmou7ekr400ecqtx87gfarbw6,Dartmouth College,dartmouth-college,Hanover,NH,,NCAA_D1,,Ivy League,https://dartmouthsports.com/sports/baseball,4
cmou65q5g008fqt1ovrpzk161,Davidson College,davidson-college,Davidson,NC,,NCAA_D1,,,https://davidsonwildcats.com/sports/baseball,4
cmou7v13900goqtfg05v8bfsa,Delaware State University,delaware-state-university,Dover,DE,,NCAA_D1,,MEAC,https://dsuhornets.com/sports/baseball,1
cmoriruy1000lqtm0hg80trqj,Duke University,duke-university,Durham,NC,,NCAA_D1,,,https://goduke.com/sports/baseball,5
cmoriruzd000oqtm0np271cox,East Carolina University,east-carolina-university,Greenville,NC,,NCAA_D1,,,https://ecupirates.com/sports/baseball,3
cmorirvhn001oqtm0h339uelq,East Tennessee State University,east-tennessee-state-university,Johnson City,TN,,NCAA_D1,,SoCon,https://etsubucs.com/sports/baseball,3
cmou8250s00joqtfonibp33ex,Eastern Illinois University,eastern-illinois-university,Charleston,IL,,NCAA_D1,,Ohio Valley,https://eiupanthers.com/sports/baseball,4
cmou6929i009lqt1gqrj949vt,Eastern Kentucky University,eastern-kentucky-university,Richmond,KY,,NCAA_D1,,,https://ekusports.com/sports/baseball,4
cmou7skj100g0qtagj06bdvsw,Eastern Michigan University,eastern-michigan-university,Ypsilanti,MI,,NCAA_D1,,MAC,https://emueagles.com/sports/baseball,5
cmou72rdk00c3qtt8y45siwr2,Elon University,elon-university,Elon,NC,,NCAA_D1,,,https://elonphoenix.com/sports/baseball,4
cmou7g4zq00euqtkwd42cysuy,Fairfield University,fairfield-university,Fairfield,CT,,NCAA_D1,,MAAC,https://fairfieldstags.com/sports/baseball,3
cmou7zwas00j3qt182wcerpdp,Fairleigh Dickinson University,fairleigh-dickinson-university,Teaneck,NJ,,NCAA_D1,,Northeast Conference,https://fduknights.com/sports/baseball,4
cmou8bkba00muqtuwai4k6w4f,Florida A&M University,florida-am-university,Tallahassee,FL,,NCAA_D1,,SWAC,https://famuathletics.com/sports/baseball,5
cmou57eah007rqtdw819u1kd8,Florida Atlantic University,florida-atlantic-university,Boca Raton,FL,,NCAA_D1,,,https://fausports.com/sports/baseball,4
cmou692az009oqt1gwyz2tbx3,Florida Gulf Coast University,florida-gulf-coast-university,Fort Myers,FL,,NCAA_D1,,,https://fgcuathletics.com/sports/baseball,4
cmou74g3m00cuqtboxefftaxz,Florida International University,florida-international-university,Miami,FL,,NCAA_D1,,Conference USA,https://fiusports.com/sports/baseball,3
cmosownp0000cqtuo7ukk8301,Florida State University,florida-state-university,Tallahassee,FL,,NCAA_D1,,,https://seminoles.com/sports/baseball,4
cmou65q8l008lqt1ozzkwkjhm,Fordham University,fordham-university,Bronx,NY,,NCAA_D1,,,https://fordhamsports.com/sports/baseball,3
cmou3xrg1006uqt5s90fq7wbv,Fresno State,fresno-state,Fresno,CA,,NCAA_D1,,Pac-12,https://gobulldogs.com/sports/baseball,4
cmou6tv1f00b9qti056wd26tx,Gardner-Webb University,gardner-webb-university,Boiling Springs,NC,,NCAA_D1,,,https://gwusports.com/sports/baseball,4
cmou65q9z008oqt1ow67o9q0x,George Mason University,george-mason-university,Fairfax,VA,,NCAA_D1,,,https://gomason.com/sports/baseball,4
cmou65qbg008rqt1omiz03mq1,George Washington University,george-washington-university,Washington,DC,,NCAA_D1,,,https://gwsports.com/sports/baseball,3
cmou6ba5c00alqticm9m1ucs0,Georgetown University,georgetown-university,Washington,DC,,NCAA_D1,,,https://guhoyas.com/sports/baseball,3
cmou3bzar005uqtvotuqjjtpj,Georgia Southern University,georgia-southern-university,Statesboro,GA,,NCAA_D1,,Sun Belt,https://gseagles.com/sports/baseball,4
cmou3bzc7005xqtvobxbfhhf1,Georgia State University,georgia-state-university,Atlanta,GA,,NCAA_D1,,Sun Belt,https://georgiastatesports.com/sports/baseball,4
cmorirv940019qtm0y88vy537,Georgia Tech,georgia-tech,Atlanta,GA,,NCAA_D1,,,https://ramblinwreck.com/sports/m-basebl,4
cmou3xrhd006xqt5sy8mx7xfp,Gonzaga University,gonzaga-university,Spokane,WA,,NCAA_D1,,West Coast Conference,https://gozags.com/sports/baseball,4
cmou8bkcv00mxqtuw4jh5usi0,Grambling State University,grambling-state-university,Grambling,LA,,NCAA_D1,,SWAC,https://gsutigers.com/sports/baseball,4
cmou8ctjw00noqtloejv6g4yk,Grand Canyon University,grand-canyon-university,Phoenix,AZ,,NCAA_D1,,WAC,https://gculopes.com/sports/baseball,3
cmou7eksh00efqtx82hcfwyn5,Harvard University,harvard-university,Cambridge,MA,,NCAA_D1,,Ivy League,https://gocrimson.com/sports/baseball,4
cmorirv3o000xqtm0dw9r5xuo,High Point University,high-point-university,High Point,NC,,NCAA_D1,,,https://highpointpanthers.com/sports/baseball,4
cmou87s2600loqt8ogi952e7u,Houston Christian University,houston-christian-university,Houston,TX,,NCAA_D1,,Southland,https://hcuhuskies.com/sports/baseball,4
cmou7wke000hcqt5sqqhjpdb9,Illinois State University,illinois-state-university,Normal,IL,,NCAA_D1,,Missouri Valley,https://goredbirds.com/sports/baseball,4
cmou7wkff00hfqt5sve6yzh1q,Indiana State University,indiana-state-university,Terre Haute,IN,,NCAA_D1,,Missouri Valley,https://gosycamores.com/sports/baseball,4
cmoss3ude002rqtaoztf1hdin,Indiana University,indiana-university,Bloomington,IN,,NCAA_D1,,,https://iuhoosiers.com/sports/baseball,4
cmou8bked00n0qtuwpp2lpp75,Jackson State University,jackson-state-university,Jackson,MS,,NCAA_D1,,SWAC,https://gojsutigers.com/sports/baseball,4
cmou74g4y00cxqtbo8mt66c5s,Jacksonville State University,jacksonville-state-university,Jacksonville,AL,,NCAA_D1,,Conference USA,https://jsugamecocksports.com/sports/baseball,4
cmou692c9009rqt1gyfzu2me9,Jacksonville University,jacksonville-university,Jacksonville,FL,,NCAA_D1,,,https://judolphins.com/sports/baseball,4
cmorirvnh0020qtm0zmpqk8ha,James Madison University,james-madison-university,Harrisonburg,VA,,NCAA_D1,,Sun Belt,https://jmusports.com/sports/baseball,4
cmosun069004uqtlgldcwzyyz,Kansas State University,kansas-state-university,Manhattan,KS,,NCAA_D1,,,https://www.kstatesports.com/sports/baseball,4
cmorirvat001cqtm0g8f0pvoh,Kennesaw State University,kennesaw-state-university,Kennesaw,GA,,NCAA_D1,,Conference USA,https://ksuowls.com/sports/baseball,4
cmou7skkk00g3qtagy6vhez1y,Kent State University,kent-state-university,Kent,OH,,NCAA_D1,,MAC,https://kentstatesports.com/sports/baseball,4
cmou7zwdt00j9qt182aa9w7js,LIU,liu,Brookville,NY,,NCAA_D1,,Northeast Conference,https://www.liuathletics.com/sports/baseball,0
cmou853xc00koqtiw191jfymh,Lafayette College,lafayette-college,Easton,PA,,NCAA_D1,,Patriot League,https://goleopards.com/sports/baseball,4
cmou87s5i00luqt8onj1dfzgw,Lamar University,lamar-university,Beaumont,TX,,NCAA_D1,,Southland,https://lamarcardinals.com/sports/baseball,4
cmou7zwca00j6qt18z0kal3jh,Le Moyne College,le-moyne-college,Syracuse,NY,,NCAA_D1,,Northeast Conference,https://lemoynedolphins.com/sports/baseball,0
cmou853yn00krqtiwxft9rpx6,Lehigh University,lehigh-university,Bethlehem,PA,,NCAA_D1,,Patriot League,https://lehighsports.com/sports/baseball,3
cmorirvly001xqtm0tzybydoz,Liberty University,liberty-university,Lynchburg,VA,,NCAA_D1,,Conference USA,https://libertyflames.com/sports/baseball,4
cmou6tv4900bfqti0dl5zm88o,Longwood University,longwood-university,Farmville,VA,,NCAA_D1,,,https://longwoodlancers.com/sports/baseball,3
cmosp9qiy001uqtygr9z70e4d,Louisiana State University,louisiana-state-university,Baton Rouge,LA,,NCAA_D1,,SEC,https://lsusports.net/sports/bsb/,4
cmou74g9400d6qtbozjfls2vs,Louisiana Tech University,louisiana-tech-university,Ruston,LA,,NCAA_D1,,Conference USA,https://latechsports.com/sports/baseball,4
cmou8ea7q00ofqt6st8tp4yo9,Loyola Marymount University,loyola-marymount-university,Los Angeles,CA,,NCAA_D1,,West Coast Conference,https://lmulions.com/sports/baseball,4
cmou7g51200exqtkwf7kuasw3,Manhattan University,manhattan-university,Bronx,NY,,NCAA_D1,,MAAC,https://gojaspers.com/sports/baseball,3
cmou7g52f00f0qtkwt9df4qnj,Marist University,marist-university,Poughkeepsie,NY,,NCAA_D1,,MAAC,https://goredfoxes.com/sports/baseball,2
cmou3bzgk0066qtvox0ta1p15,Marshall University,marshall-university,Huntington,WV,,NCAA_D1,,Sun Belt,https://herdzone.com/sports/baseball,4
cmou87s7p00lxqt8o8ol0m0nw,McNeese State University,mcneese-state-university,Lake Charles,LA,,NCAA_D1,,Southland,https://mcneesesports.com/sports/baseball,1
cmorirvda001fqtm0bda9w5vn,Mercer University,mercer-university,Macon,GA,,NCAA_D1,,SoCon,https://mercerbears.com/sports/baseball,4
cmou7zwf900jcqt18wr5yrl6b,Merrimack College,merrimack-college,North Andover,MA,,NCAA_D1,,Northeast Conference,https://merrimackathletics.com/sports/baseball,4
cmou7sknj00g9qtagx86tk6jp,Miami University,miami-university,Oxford,OH,,NCAA_D1,,MAC,https://miamiredhawks.com/sports/baseball,2
cmoss3uj00033qtao6edcy6t4,Michigan State University,michigan-state-university,East Lansing,MI,,NCAA_D1,,,https://msuspartans.com/sports/baseball,4
cmou74gai00d9qtbom8p5uos8,Middle Tennessee State University,middle-tennessee-state-university,Murfreesboro,TN,,NCAA_D1,,Conference USA,https://goblueraiders.com/sports/baseball,3
cmosp9qlj0020qtygmlse1hvz,Mississippi State University,mississippi-state-university,Starkville,MS,,NCAA_D1,,SEC,https://hailstate.com/sports/baseball,0
cmou8bkft00n3qtuwhngsikpf,Mississippi Valley State University,mississippi-valley-state-university,Itta Bena,MS,,NCAA_D1,,SWAC,https://mvsusports.com/sports/baseball,4
cmou7wkgw00hiqt5sseedt2ma,Missouri State University,missouri-state-university,Springfield,MO,,NCAA_D1,,Missouri Valley,https://missouristatebears.com/sports/baseball,5
cmou72rez00c6qtt8vg07t3mb,Monmouth University,monmouth-university,West Long Branch,NJ,,NCAA_D1,,,https://monmouthhawks.com/sports/baseball,3
cmou8254z00jxqtfojfw5nai9,Morehead State University,morehead-state-university,Morehead,KY,,NCAA_D1,,Ohio Valley,https://msueagles.com/sports/baseball,3
cmou7g53u00f3qtkwb9q8949c,Mount St. Mary's University,mount-st-marys-university,Emmitsburg,MD,,NCAA_D1,,MAAC,https://mountathletics.com/sports/baseball,4
cmou7wkih00hlqt5s33909h6i,Murray State University,murray-state-university,Murray,KY,,NCAA_D1,,Ohio Valley,https://goracers.com/sports/baseball,4
cmou8540400kuqtiws5720no0,Naval Academy,naval-academy,Annapolis,MD,,NCAA_D1,,Patriot League,https://navysports.com/sports/baseball,4
cmou74gbw00dcqtbol3sfoqsv,New Mexico State University,new-mexico-state-university,Las Cruces,NM,,NCAA_D1,,Conference USA,https://nmstatesports.com/sports/baseball,4
cmou7g55900f6qtkwnbzbwha4,Niagara University,niagara-university,Niagara University,NY,,NCAA_D1,,MAAC,https://purpleeagles.com/sports/baseball,2
cmou87sao00m3qt8o9ltpx7xj,Nicholls State University,nicholls-state-university,Thibodaux,LA,,NCAA_D1,,Southland,https://geauxcolonels.com/sports/baseball,4
cmou7v16500guqtfgg29wl5pq,Norfolk State University,norfolk-state-university,Norfolk,VA,,NCAA_D1,,MEAC,https://nsuspartans.com/sports/baseball,4
cmou72rgb00c9qtt82x6a8jc6,North Carolina A&T State University,north-carolina-at-state-university,Greensboro,NC,,NCAA_D1,,,https://ncataggies.com/sports/baseball,4
cmoriruwm000iqtm02t4sd889,North Carolina State University,north-carolina-state-university,Raleigh,NC,,NCAA_D1,,,https://gopack.com/sports/baseball,4
cmou72rhq00ccqtt8mnchz644,Northeastern University,northeastern-university,Boston,MA,,NCAA_D1,,CAA,https://nuhuskies.com/sports/baseball,4
cmou7skp000gcqtag9gme0a5g,Northern Illinois University,northern-illinois-university,DeKalb,IL,,NCAA_D1,,MAC,https://niuhuskies.com/sports/baseball,3
cmou7aqmx00duqt44ki7648cp,Northern Kentucky University,northern-kentucky-university,Highland Heights,KY,,NCAA_D1,,Horizon League,https://nkunorse.com/sports/baseball,4
