collegeId,collegeName,collegeSlug,city,state,collegeDivision,programId,programDivision,conference,collegeProgramWebsiteUrl,baseballWebsiteUrl,coachCount,headCoachCount
cmou7aqmx00duqt44ki7648cp,Northern Kentucky University,northern-kentucky-university,Highland Heights,KY,,cmou7aqnp00dwqt447trpic9t,NCAA_D1,Horizon League,,https://nkunorse.com/sports/baseball,6,1
cmou87sc400m6qt8og6qwpy7g,Northwestern State University,northwestern-state-university,Natchitoches,LA,,cmou87sd800m8qt8omluc99f6,NCAA_D1,Southland,,https://nsudemons.com/sports/baseball,6,1
cmoss3un1003cqtao6c08qtft,Northwestern University,northwestern-university,Evanston,IL,,cmoss3uno003eqtaonzgvlr9p,NCAA_D1,,,https://nusports.com/sports/baseball,5,1
cmou7aqq300e0qt44815c4i48,Oakland University,oakland-university,Rochester,MI,,cmou7aqqy00e2qt44hyodugts,NCAA_D1,Horizon League,,https://goldengrizzlies.com/sports/baseball,5,1
cmoss3uob003fqtaoxl8favwc,Ohio State University,ohio-state-university,Columbus,OH,,cmoss3upc003hqtaoe5fltxdq,NCAA_D1,,,https://ohiostatebuckeyes.com/sports/baseball,6,1
cmou7skqk00gfqtagxrcr2y5r,Ohio University,ohio-university,Athens,OH,,cmou7skr800ghqtagxadkl54c,NCAA_D1,MAC,,https://ohiobobcats.com/sports/baseball,5,1
cmosun07l004xqtlgmfv1xuiu,Oklahoma State University,oklahoma-state-university,Stillwater,OK,,cmosun087004zqtlg8mhr1z8t,NCAA_D1,,,https://okstate.com/sports/baseball,5,1
cmou3bzi30069qtvo7egz1i63,Old Dominion University,old-dominion-university,Norfolk,VA,,cmou3bzis006bqtvox87it60e,NCAA_D1,Sun Belt,,https://odusports.com/sports/baseball,8,1
cmrxrdvp7000qqtx02ny5g8sp,Oral Roberts University,oral-roberts-university,Tulsa,OK,NCAA_D1,cmrxrdvp7000rqtx0daczfc3a,NCAA_D1,,https://oruathletics.com/sports/baseball,https://oruathletics.com/sports/baseball,7,1
cmou3xril0070qt5slpmm4icd,Oregon State University,oregon-state-university,Corvallis,OR,,cmou3xrj70072qt5s2jjtrt9o,NCAA_D1,Pac-12,,https://osubeavers.com/sports/baseball,7,1
cmoss3upz003iqtao5i62w3ay,Penn State University,penn-state-university,University Park,PA,,cmoss3uqn003kqtaoaqh1o3af,NCAA_D1,,,https://gopsusports.com/sports/baseball,5,1
cmou8ea9700oiqt6sl6kxo6py,Pepperdine University,pepperdine-university,Malibu,CA,,cmou8ea9w00okqt6sxqte3yga,NCAA_D1,West Coast Conference,,https://pepperdinewaves.com/sports/baseball,5,1
cmou8bkh800n6qtuwr2b80tng,Prairie View A&M University,prairie-view-am-university,Prairie View,TX,,cmou8bki500n8qtuw63u8u7tr,NCAA_D1,SWAC,,https://pvpanthers.com/sports/baseball,6,1
cmou6tv5p00biqti096g6a7i8,Presbyterian College,presbyterian-college,Clinton,SC,,cmou6tv6d00bkqti0fqrjrjwf,NCAA_D1,,,https://gobluehose.com/sports/baseball,5,1
cmou7ekvb00elqtx8wqvell5p,Princeton University,princeton-university,Princeton,NJ,,cmou7ekw100enqtx8836iwma7,NCAA_D1,Ivy League,,https://goprincetontigers.com/sports/baseball,5,1
cmoss3ura003lqtaodex5xyz9,Purdue University,purdue-university,West Lafayette,IN,,cmoss3urx003nqtaoxvvgb7e1,NCAA_D1,,,https://purduesports.com/sports/baseball,6,1
cmorj0gtv002lqtio6lhkp2sn,Queens University of Charlotte,queens-university-of-charlotte,Charlotte,NC,,cmorj0gul002nqtioftxuxef1,NCAA_D1,,,https://queensathletics.com/sports/baseball,3,1
cmou7g56n00f9qtkw20et5as4,Quinnipiac University,quinnipiac-university,Hamden,CT,,cmou7g57d00fbqtkw03owk44b,NCAA_D1,MAAC,,https://gobobcats.com/sports/baseball,5,1
cmou6tv7100blqti0ro2wk1tg,Radford University,radford-university,Radford,VA,,cmou6tv7r00bnqti0zdyxeksd,NCAA_D1,Big South,,https://radfordathletics.com/sports/baseball,3,1
cmou57edu007xqtdwf0oux6v3,Rice University,rice-university,Houston,TX,,cmou57eem007zqtdwx7f8coft,NCAA_D1,,,https://riceowls.com/sports/baseball,6,1
cmou7g58200fcqtkwlr36bze7,Rider University,rider-university,Lawrenceville,NJ,,cmou7g58r00feqtkwnpsgaznj,NCAA_D1,MAAC,,https://gobroncs.com/sports/baseball,4,2
cmoss3usl003oqtaorrzcvm28,Rutgers University,rutgers-university,New Brunswick,NJ,,cmoss3ut9003qqtaoy83jq2k5,NCAA_D1,,,https://scarletknights.com/sports/baseball,7,1
cmou7g59h00ffqtkwxjhhqadq,Sacred Heart University,sacred-heart-university,Fairfield,CT,,cmou7g5a600fhqtkw92g207lr,NCAA_D1,MAAC,,https://sacredheartpioneers.com/sports/baseball,5,1
cmou65qh80093qt1oh6psc6h9,Saint Joseph's University,saint-josephs-university,Philadelphia,PA,,cmou65qhy0095qt1ownoailh2,NCAA_D1,,,https://sjuhawks.com/sports/baseball,4,1
cmou65qio0096qt1o4osfjy36,Saint Louis University,saint-louis-university,St. Louis,MO,,cmou65qje0098qt1ozah8sdhb,NCAA_D1,,,https://slubillikens.com/sports/baseball,4,1
cmou8eabz00ooqt6s0y8qips5,Saint Mary's College of California,saint-marys-college-of-california,Moraga,CA,,cmou8eaco00oqqt6skzpaxh8w,NCAA_D1,West Coast Conference,,https://smcgaels.com/sports/baseball,6,1
cmou7g5av00fiqtkwd5p6smd8,Saint Peter's University,saint-peters-university,Jersey City,NJ,,cmou7g5bk00fkqtkwucf6witm,NCAA_D1,MAAC,,https://saintpeterspeacocks.com/sports/baseball,4,1
cmou74gda00dfqtbowljcz5qy,Sam Houston State University,sam-houston-state-university,Huntsville,TX,,cmou74gdy00dhqtboupmdj4ka,NCAA_D1,Conference USA,,https://gobearkats.com/sports/baseball,6,1
cmou869xz00l9qtjkp3n01t3v,Samford University,samford-university,Birmingham,AL,,cmou869yo00lbqtjkmkyipunp,NCAA_D1,SoCon,,https://samfordsports.com/sports/baseball,6,1
cmou3xrju0073qt5sqs3jf1rt,San Diego State University,san-diego-state-university,San Diego,CA,,cmou3xrkg0075qt5suzvu19l1,NCAA_D1,Mountain West,,https://goaztecs.com/sports/baseball,7,1
cmou7y6qy00icqtocgehc57zb,San Jose State University,san-jose-state-university,San Jose,CA,,cmou7y6rn00ieqtoc6pij5vm6,NCAA_D1,Mountain West,,https://sjsuspartans.com/sports/baseball,5,1
cmou8eagb00oxqt6s7ah1xrvm,Santa Clara University,santa-clara-university,Santa Clara,CA,,cmou8eagz00ozqt6s772pv6hs,NCAA_D1,West Coast Conference,,https://santaclarabroncos.com/sports/baseball,5,1
cmou8cts300o6qtlo0noyht46,Seattle University,seattle-university,Seattle,WA,,cmou8ctsr00o8qtlot3odh0cd,NCAA_D1,WAC,,https://goseattleu.com/sports/baseball,5,1
cmou6baap00axqtic1q6c8vze,Seton Hall University,seton-hall-university,South Orange,NJ,,cmou6babe00azqtic7ata0fs3,NCAA_D1,,,https://shupirates.com/sports/baseball,4,1
cmou7g5c700flqtkwnuf1bsxy,Siena College,siena-college,Loudonville,NY,,cmou7g5cy00fnqtkwcn5qqhb9,NCAA_D1,MAAC,,https://sienasaints.com/sports/baseball,3,1
cmrxrdw6m0014qtx0nu4lr6th,South Dakota State University,south-dakota-state-university,Brookings,SD,NCAA_D1,cmrxrdw6m0015qtx0zyuxvglp,NCAA_D1,,https://gojacks.com/sports/baseball,https://gojacks.com/sports/baseball,4,1
cmou8257y00k3qtfo1yehrrpj,Southeast Missouri State University,southeast-missouri-state-university,Cape Girardeau,MO,,cmou8258p00k5qtfobw57z4wq,NCAA_D1,Ohio Valley,,https://semoredhawks.com/sports/baseball,4,1
cmou87sdy00m9qt8ov075op6f,Southeastern Louisiana University,southeastern-louisiana-university,Hammond,LA,,cmou87sen00mbqt8odmp5ltru,NCAA_D1,Southland,,https://lionsports.net/sports/baseball,7,1
cmou7wkli00hrqt5sdf793czs,Southern Illinois University,southern-illinois-university,Carbondale,IL,,cmou7wkmb00htqt5sqdbxm6mn,NCAA_D1,Missouri Valley,,https://siusalukis.com/sports/baseball,5,1
cmrxrdv340008qtx0y4umykfi,Southern Illinois University Edwardsville,southern-illinois-university-edwardsville,Edwardsville,IL,NCAA_D1,cmrxrdv340009qtx0x5dk7ink,NCAA_D1,,https://siuecougars.com/sports/baseball/,https://siuecougars.com/sports/baseball/,5,1
cmou8bkiv00n9qtuw67iv0p5k,Southern University and A&M College,southern-university-and-am-college,Baton Rouge,LA,,cmou8bkjn00nbqtuwq3i8eulz,NCAA_D1,SWAC,,https://gojagsports.com/sports/baseball,8,1
cmrxrdwsw001mqtx01t1dechs,St. Bonaventure University,st-bonaventure-university,St. Bonaventure,NY,NCAA_D1,cmrxrdwsw001nqtx08hnau9es,NCAA_D1,,https://gobonnies.com/sports/baseball,https://gobonnies.com/sports/baseball,4,1
cmou6ba9d00auqtichfm9m8f7,St. John's University,st-johns-university,Queens,NY,,cmou6baa000awqticynlwrngm,NCAA_D1,,,https://redstormsports.com/sports/baseball,4,1
cmosowo0s0010qtuovb31mcy3,Stanford University,stanford-university,Stanford,CA,,cmosowo1h0012qtuoqpb2b897,NCAA_D1,,,https://gostanford.com/sports/baseball,5,1
cmou87sfe00mcqt8omjooodxl,Stephen F. Austin State University,stephen-f-austin-state-university,Nacogdoches,TX,,cmou87sg500meqt8o07o9mbvb,NCAA_D1,Southland,,https://sfajacks.com/sports/baseball,4,1
cmou692i900a3qt1ge0op0qbf,Stetson University,stetson-university,DeLand,FL,,cmou692j100a5qt1gjzdz1gj8,NCAA_D1,,,https://gohatters.com/sports/baseball,6,1
cmou7zwgq00jfqt18075d1yrp,Stonehill College,stonehill-college,Easton,MA,,cmou7zwhg00jhqt18u4dg2q1l,NCAA_D1,Northeast Conference,,https://stonehillskyhawks.com/sports/baseball,6,1
cmou72rj700cfqtt8j1fo71oa,Stony Brook University,stony-brook-university,Stony Brook,NY,,cmou72rjw00chqtt8k4ykpna3,NCAA_D1,,,https://stonybrookathletics.com/sports/baseball,4,1
cmosun08u0050qtlg3k28eb5j,TCU,tcu,Fort Worth,TX,,cmosun09h0052qtlg5joyoy43,NCAA_D1,,,https://gofrogs.com/sports/baseball,6,1
cmou8ctnz00nxqtlo1naql28v,Tarleton State University,tarleton-state-university,Stephenville,TX,,cmou8ctoo00nzqtlov4b045g8,NCAA_D1,WAC,,https://tarletonsports.com/sports/baseball,6,1
cmou825av00k9qtfo6o2sfjmf,Tennessee Technological University,tennessee-technological-university,Cookeville,TN,,cmou825bk00kbqtfopplc3k9d,NCAA_D1,Ohio Valley,,https://www.ttusports.com/sports/bsb,3,1
cmosp9qux002iqtygai7kj7ix,Texas A&M University,texas-am-university,College Station,TX,,cmosp9qvm002kqtygv15p8g51,NCAA_D1,SEC,,https://12thman.com/sports/baseball,6,1
cmou87sgu00mfqt8otiseblwa,Texas A&M University Corpus Christi,texas-am-university-corpus-christi,Corpus Christi,TX,,cmou87shj00mhqt8on876f8eo,NCAA_D1,Southland,,https://goislanders.com/sports/baseball,8,1
cmou8bkkf00ncqtuwvmtkd81f,Texas Southern University,texas-southern-university,Houston,TX,,cmou8bkl600neqtuw09os8sjj,NCAA_D1,SWAC,,https://tsusports.com/sports/baseball,2,1
cmou3bzmd006iqtvo520iedb5,Texas State University,texas-state-university,San Marcos,TX,,cmou3bzn4006kqtvov57tocaz,NCAA_D1,Pac-12,,https://txst.com/sports/baseball,7,1
cmosun0a30053qtlgwqx8pc03,Texas Tech University,texas-tech-university,Lubbock,TX,,cmosun0ar0055qtlg6xlvphkd,NCAA_D1,,,https://texastech.com/sports/baseball,7,1
cmou869si00kxqtjk4hq2v3uw,The Citadel,the-citadel,Charleston,SC,,cmou869t600kzqtjkn5cr70vq,NCAA_D1,SoCon,,https://citadelsports.com/sports/baseball,5,1
cmou72rkm00ciqtt8z62e367q,Towson University,towson-university,Towson,MD,,cmou72rlc00ckqtt8h1zgkmzj,NCAA_D1,,,https://towsontigers.com/sports/baseball,7,1
cmou3bznt006lqtvom504k4vr,Troy University,troy-university,Troy,AL,,cmou3bzoj006nqtvow6hywsy4,NCAA_D1,Sun Belt,,https://troytrojans.com/sports/baseball,9,1
cmou57ejn0086qtdwaxqor803,Tulane University,tulane-university,New Orleans,LA,,cmou57ekc0088qtdwzjnvgm0x,NCAA_D1,,,https://tulanegreenwave.com/sports/baseball,7,1
cmosun0bd0056qtlg87u13vxx,UCF,ucf,Orlando,FL,,cmosun0c10058qtlgn2wdysws,NCAA_D1,,,https://ucfknights.com/sports/baseball,7,1
cmossumq5003xqtpgz2376dpb,UCLA,ucla,Los Angeles,CA,,cmossumqt003zqtpgyjdtn02c,NCAA_D1,,,https://uclabruins.com/sports/baseball,5,1
cmou6tv8i00boqti0vjvm8aer,UNC Asheville,unc-asheville,Asheville,NC,,cmou6tv9900bqqti0wabo0574,NCAA_D1,,,https://uncabulldogs.com/sports/baseball,2,1
cmou72rm100clqtt8q8b00o3c,UNC Wilmington,unc-wilmington,Wilmington,NC,,cmou72rmr00cnqtt8dj51725x,NCAA_D1,CAA,,https://uncwsports.com/sports/baseball,6,1
cmou6tv9y00brqti0h1og2mt7,USC Upstate,usc-upstate,Spartanburg,SC,,cmou6tvap00btqti0249q1z1i,NCAA_D1,,,https://upstatespartans.com/sports/baseball,5,1
cmrxrdwnt001iqtx0cgzv8q00,"University at Albany, SUNY",university-at-albany-suny,Albany,NY,NCAA_D1,cmrxrdwnt001jqtx0jpkx0ldj,NCAA_D1,,https://ualbanysports.com/sports/baseball,https://ualbanysports.com/sports/baseball,4,1
cmou7skcx00foqtagxk69btib,University of Akron,university-of-akron,Akron,OH,,cmou7skdr00fqqtagocs6xuw4,NCAA_D1,MAC,,https://gozips.com/sports/baseball,3,1
cmosp9qb0001cqtyg3bj9jezt,University of Alabama,university-of-alabama,Tuscaloosa,AL,,cmosp9qbp001eqtygsx3wqo39,NCAA_D1,SEC,,https://rolltide.com/sports/baseball,8,1
cmou57e5s007iqtdwb3g795nq,University of Alabama at Birmingham,university-of-alabama-at-birmingham,Birmingham,AL,,cmou57e6p007kqtdwt7q4s4pg,NCAA_D1,,,https://uabsports.com/sports/baseball,6,1
cmosp9qcd001fqtygqtxktpzw,University of Arkansas,university-of-arkansas,Fayetteville,AR,,cmosp9qd4001hqtyggghrj9on,NCAA_D1,SEC,,https://arkansasrazorbacks.com/sport/m-basebl,6,1
cmou8253h00juqtfoheeskxep,University of Arkansas at Little Rock,university-of-arkansas-at-little-rock,Little Rock,AR,,cmou8254800jwqtfo93hx3i10,NCAA_D1,Ohio Valley,,https://lrtrojans.com/sports/baseball,7,1
cmou8bklv00nfqtuwyjlpx889,University of Arkansas at Pine Bluff,university-of-arkansas-at-pine-bluff,Pine Bluff,AR,,cmou8bkmo00nhqtuwbp7p9ixn,NCAA_D1,SWAC,,https://uapblionsroar.com/sports/baseball,6,1
cmosownko0003qtuom8wxpo9s,University of California Berkeley,university-of-california-berkeley,Berkeley,CA,,cmosownle0005qtuo0gwfge3i,NCAA_D1,,,https://calbears.com/sports/baseball,7,1
cmrxrdvk9000mqtx0itzsdx5v,"University of California, Davis",university-of-california-davis,Davis,CA,NCAA_D1,cmrxrdvk9000nqtx0lx6defy3,NCAA_D1,,https://ucdavisaggies.com/sports/baseball,https://ucdavisaggies.com/sports/baseball,5,1
cmrxrdvai000eqtx0kzqf0czs,"University of California, Irvine",university-of-california-irvine,Irvine,CA,NCAA_D1,cmrxrdvai000fqtx0tjvyddkn,NCAA_D1,,https://ucirvinesports.com/sports/baseball,https://ucirvinesports.com/sports/baseball,6,1
cmrxrdwle001gqtx0bpmkw79z,"University of California, Riverside",university-of-california-riverside,Riverside,CA,NCAA_D1,cmrxrdwle001hqtx0ihflj3q4,NCAA_D1,,https://gohighlanders.com/sports/baseball,https://gohighlanders.com/sports/baseball,4,1
cmrxrduyd0004qtx0vghj2x0t,"University of California, San Diego",university-of-california-san-diego,La Jolla,CA,NCAA_D1,cmrxrduyd0005qtx0u3n2kvu5,NCAA_D1,,https://ucsdtritons.com/sports/baseball,https://ucsdtritons.com/sports/baseball,5,1
cmrxrduq20000qtx012s2s5yk,"University of California, Santa Barbara",university-of-california-santa-barbara,Santa Barbara,CA,NCAA_D1,cmrxrduq30001qtx0txnjqhcr,NCAA_D1,,https://ucsbgauchos.com/sports/baseball,https://ucsbgauchos.com/sports/baseball,7,1
cmou69282009iqt1gxj2iub11,University of Central Arkansas,university-of-central-arkansas,Conway,AR,,cmou6928r009kqt1gue4f9xf1,NCAA_D1,,,https://ucasports.com/sports/baseball,4,1
cmosun02f004lqtlg6en5evwj,University of Cincinnati,university-of-cincinnati,Cincinnati,OH,,cmosun032004nqtlg3uum11pe,NCAA_D1,,,https://gobearcats.com/sports/baseball,7,1
cmou6ba1700acqtict3598yzg,University of Connecticut,university-of-connecticut,Storrs,CT,,cmou6ba1v00aeqticcud1v7g6,NCAA_D1,,,https://uconnhuskies.com/sports/baseball,5,1
cmou65q73008iqt1o6zbgwgae,University of Dayton,university-of-dayton,Dayton,OH,,cmou65q7u008kqt1ooxam21og,NCAA_D1,,,https://daytonflyers.com/sports/baseball,4,1
cmrxrdw900016qtx0r0fuipbh,University of Delaware,university-of-delaware,Newark,DE,NCAA_D1,cmrxrdw900017qtx0ewpnxj0f,NCAA_D1,,https://bluehens.com/sports/baseball,https://bluehens.com/sports/baseball,4,1
cmou7wkb700h6qt5s0alseljc,University of Evansville,university-of-evansville,Evansville,IN,,cmou7wkbx00h8qt5sokuzgsz0,NCAA_D1,Missouri Valley,,https://gopurpleaces.com/sports/baseball,5,1
cmosp9qf2001lqtyghnsfqgxe,University of Florida,university-of-florida,Gainesville,FL,,cmosp9qfq001nqtygmt8vlvxj,NCAA_D1,SEC,,https://floridagators.com/sports/baseball,8,1
cmorirv7r0016qtm0u7tt6h9b,University of Georgia,university-of-georgia,Athens,GA,,cmorirv8g0018qtm0yypjywu7,NCAA_D1,SEC,,https://georgiadogs.com/sports/baseball,6,1
cmrxrdvd1000gqtx02c298jt4,University of Hawaii at Manoa,university-of-hawaii-at-manoa,Honolulu,HI,NCAA_D1,cmrxrdvd1000hqtx0ujdpix6y,NCAA_D1,,https://hawaiiathletics.com/sports/baseball,https://hawaiiathletics.com/sports/baseball,7,1
cmosun03o004oqtlgjeqvedtg,University of Houston,university-of-houston,Houston,TX,,cmosun04b004qqtlg5tbn4tad,NCAA_D1,,,https://uhcougars.com/sports/baseball,7,1
cmoss3uby002oqtao54kmml5m,University of Illinois,university-of-illinois,Champaign,IL,,cmoss3ucp002qqtaoodp62vry,NCAA_D1,,,https://fightingillini.com/sports/baseball,7,1
cmou7wkcm00h9qt5s8asylqbg,University of Illinois Chicago,university-of-illinois-chicago,Chicago,IL,,cmou7wkdb00hbqt5sq7ok85hd,NCAA_D1,Missouri Valley,,https://uicflames.com/sports/baseball,4,1
cmoss3uew002uqtao33d0b37y,University of Iowa,university-of-iowa,Iowa City,IA,,cmoss3ufl002wqtaoqkam7j3s,NCAA_D1,,,https://hawkeyesports.com/sports/baseball,7,1
cmosun04x004rqtlgmuopyesz,University of Kansas,university-of-kansas,Lawrence,KS,,cmosun05l004tqtlgtp5puhg6,NCAA_D1,,,https://kuathletics.com/sports/baseball,7,1
cmosp9qho001rqtyg0963f2ul,University of Kentucky,university-of-kentucky,Lexington,KY,,cmosp9qib001tqtygp6ddtgbs,NCAA_D1,SEC,,https://ukathletics.com/sports/baseball,5,1
cmou3bzp7006oqtvos9t9rqg2,University of Louisiana Monroe,university-of-louisiana-monroe,Monroe,LA,,cmou3bzpy006qqtvoaa8o1moc,NCAA_D1,Sun Belt,,https://ulmwarhawks.com/sports/baseball,5,1
cmou3bzf30063qtvo9lhvxev8,University of Louisiana at Lafayette,university-of-louisiana-at-lafayette,Lafayette,LA,,cmou3bzfu0065qtvodm01sdij,NCAA_D1,Sun Belt,,https://ragincajuns.com/sports/baseball,5,1
cmosownru000iqtuo4o7sl6mq,University of Louisville,university-of-louisville,Louisville,KY,,cmosownsl000kqtuo6bkrgo88,NCAA_D1,,,https://gocards.com/sports/baseball,7,1
cmrxrdvhu000kqtx0gujfqrs7,University of Maine,university-of-maine,Orono,ME,NCAA_D1,cmrxrdvhu000lqtx0973fnlz5,NCAA_D1,,https://goblackbears.com/sports/baseball,https://goblackbears.com/sports/baseball,6,1
cmoss3uga002xqtaoeu7linqc,University of Maryland,university-of-maryland,College Park,MD,,cmoss3ugz002zqtao0glr6o9h,NCAA_D1,,,https://umterps.com/sports/baseball,6,1
cmou7v14r00grqtfgqko66ld4,University of Maryland Eastern Shore,university-of-maryland-eastern-shore,Princess Anne,MD,,cmou7v15f00gtqtfghnimbfbt,NCAA_D1,MEAC,,https://umeshawksports.com/sports/baseball,3,1
cmrxrdvz1000yqtx0u8if793l,"University of Maryland, Baltimore County",university-of-maryland-baltimore-county,Baltimore,MD,NCAA_D1,cmrxrdvz1000zqtx0yzrzqat7,NCAA_D1,,https://umbcretrievers.com/sports/baseball,https://umbcretrievers.com/sports/baseball,5,1
cmou65qcx008uqt1ofivi6ige,University of Massachusetts Amherst,university-of-massachusetts-amherst,Amherst,MA,,cmou65qdo008wqt1opj95aftn,NCAA_D1,MAC,,https://umassathletics.com/sports/baseball,4,2
cmrxrdw1m0010qtx0bwgx0h84,University of Massachusetts Lowell,university-of-massachusetts-lowell,Lowell,MA,NCAA_D1,cmrxrdw1m0011qtx0h775gxd1,NCAA_D1,,https://goriverhawks.com/sports/baseball,https://goriverhawks.com/sports/baseball,3,1
cmou57ece007uqtdws2374kvt,University of Memphis,university-of-memphis,Memphis,TN,,cmou57ed3007wqtdwo9u0rnod,NCAA_D1,,,https://gotigersgo.com/sports/baseball,5,1
cmosowntd000lqtuoyvr4xd0q,University of Miami,university-of-miami,Coral Gables,FL,,cmosownu4000nqtuowsumxl0o,NCAA_D1,,,https://miamihurricanes.com/sports/baseball,6,1
cmoss3uhm0030qtaobbllk1g1,University of Michigan,university-of-michigan,Ann Arbor,MI,,cmoss3uib0032qtaobpuy0tpv,NCAA_D1,,,https://mgoblue.com/sports/2017/6/28/baseball-coaches,6,1
cmoss3ukd0036qtao5inxhdyw,University of Minnesota,university-of-minnesota,Minneapolis,MN,,cmoss3ul10038qtao9tzgk83e,NCAA_D1,,,https://gophersports.com/sports/baseball,6,1
cmosp9qk8001xqtygdf9x52ry,University of Mississippi,university-of-mississippi,Oxford,MS,,cmosp9qkw001zqtygt4z58ipw,NCAA_D1,SEC,,https://olemisssports.com/sports/baseball,7,1
cmosp9qmw0023qtygkzxzqlg0,University of Missouri,university-of-missouri,Columbia,MO,,cmosp9qo10025qtyg45ywi4vo,NCAA_D1,SEC,,https://mutigers.com/sports/baseball,8,1
cmoss3ulp0039qtaosklsgdir,University of Nebraska,university-of-nebraska,Lincoln,NE,,cmoss3ume003bqtaosl7ef19d,NCAA_D1,,,https://huskers.com/sports/baseball,6,1
cmrxrdwe2001aqtx05nvcgm7m,University of Nebraska Omaha,university-of-nebraska-omaha,Omaha,NE,NCAA_D1,cmrxrdwe3001bqtx0wvam2rmc,NCAA_D1,,https://omavs.com/sports/baseball,https://omavs.com/sports/baseball,4,1
cmou7y6mp00i3qtoc5mm3t20o,University of Nevada Las Vegas,university-of-nevada-las-vegas,Las Vegas,NV,,cmou7y6nf00i5qtoctswm2lrk,NCAA_D1,Mountain West,,https://unlvrebels.com/sports/baseball,5,1
cmou7y6o400i6qtocedeswv8d,University of Nevada Reno,university-of-nevada-reno,Reno,NV,,cmou7y6ov00i8qtoc0x1u0gup,NCAA_D1,Mountain West,,https://nevadawolfpack.com/sports/baseball,6,1
cmrxrdx57001wqtx0mcgkvth1,University of New Haven,university-of-new-haven,West Haven,CT,NCAA_D1,cmrxrdx57001xqtx0ghdsnofv,NCAA_D1,,https://newhavenchargers.com/sports/baseball,https://newhavenchargers.com/sports/baseball,3,1
cmou7y6pk00i9qtoc6no7wm9t,University of New Mexico,university-of-new-mexico,Albuquerque,NM,,cmou7y6q900ibqtocgzh3fww5,NCAA_D1,Mountain West,,https://golobos.com/sports/baseball,6,1
cmou87s9700m0qt8obe825qvw,University of New Orleans,university-of-new-orleans,New Orleans,LA,,cmou87s9y00m2qt8o4rzp43p6,NCAA_D1,Southland,,https://unoprivateers.com/sports/baseball,6,1
cmou692dm009uqt1gk17ovy4y,University of North Alabama,university-of-north-alabama,Florence,AL,,cmou692eh009wqt1gg1l67qtd,NCAA_D1,,,https://roarlions.com/sports/baseball,4,1
cmorihv4u000fqth8xhav3tg9,University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,Chapel Hill,NC,,cmorihv5i000hqth8642hp9ga,NCAA_D1,,,https://goheels.com/sports/baseball,11,1
cmou57e7n007lqtdw6grlj0yo,University of North Carolina at Charlotte,university-of-north-carolina-at-charlotte,Charlotte,NC,,cmou57e8c007nqtdwb5t9ewz1,NCAA_D1,,,https://charlotte49ers.com/sports/baseball,5,1
cmou869wi00l6qtjk6ypp1qk6,University of North Carolina at Greensboro,university-of-north-carolina-at-greensboro,Greensboro,NC,,cmou869xa00l8qtjkn3v1meqz,NCAA_D1,SoCon,,https://uncgspartans.com/sports/baseball,4,1
cmou692f9009xqt1gxdgwjsm8,University of North Florida,university-of-north-florida,Jacksonville,FL,,cmou692fz009zqt1goeu3cfla,NCAA_D1,,,https://unfospreys.com/sports/baseball,5,1
cmrxrdx0d001sqtx0fsejcz96,University of Northern Colorado,university-of-northern-colorado,Greeley,CO,NCAA_D1,cmrxrdx0d001tqtx0klndcy97,NCAA_D1,,https://uncbears.com/sports/baseball,https://uncbears.com/sports/baseball,5,1
cmosownxt000uqtuozt3yykq9,University of Notre Dame,university-of-notre-dame,Notre Dame,IN,,cmosownyi000wqtuo71ef7lg9,NCAA_D1,,,https://fightingirish.com/sports/baseball,5,1
cmosp9qpg0026qtygji5bwcu3,University of Oklahoma,university-of-oklahoma,Norman,OK,,cmosp9qq40028qtygnw3o8bf6,NCAA_D1,SEC,,https://soonersports.com/sports/baseball,6,1
cmossumsw0043qtpgqq3re2qg,University of Oregon,university-of-oregon,Eugene,OR,,cmossumtm0045qtpg75518v32,NCAA_D1,,,https://goducks.com/sports/baseball,8,1
cmou7ektw00eiqtx8aqk8pgdt,University of Pennsylvania,university-of-pennsylvania,Philadelphia,PA,,cmou7ekum00ekqtx8zgid0z1w,NCAA_D1,Ivy League,,https://pennathletics.com/sports/baseball,5,1
cmosownzc000xqtuoxng8rral,University of Pittsburgh,university-of-pittsburgh,Pittsburgh,PA,,cmosowo02000zqtuorrxcus33,NCAA_D1,,,https://pittsburghpanthers.com/sports/baseball,6,1
cmou8eaal00olqt6ssp9uycb0,University of Portland,university-of-portland,Portland,OR,,cmou8eab900onqt6sr81s9tjj,NCAA_D1,West Coast Conference,,https://portlandpilots.com/sports/baseball,7,1
cmou65qee008xqt1o7ljwn00l,University of Rhode Island,university-of-rhode-island,Kingston,RI,,cmou65qf4008zqt1oaxiecdfx,NCAA_D1,,,https://gorhody.com/sports/baseball,5,1
cmou65qft0090qt1oyy3qt0xa,University of Richmond,university-of-richmond,Richmond,VA,,cmou65qgi0092qt1ovyrn305w,NCAA_D1,,,https://richmondspiders.com/sports/baseball,6,1
cmou8eade00orqt6s9lh8sk91,University of San Diego,university-of-san-diego,San Diego,CA,,cmou8eae900otqt6skjewu9yf,NCAA_D1,West Coast Conference,,https://usdtoreros.com/sports/baseball,6,1
cmou8eaey00ouqt6s4q4bojoc,University of San Francisco,university-of-san-francisco,San Francisco,CA,,cmou8eafm00owqt6sg2fvjz1g,NCAA_D1,West Coast Conference,,https://usfdons.com/sports/baseball,7,1
