rank,ncaaSchool,normalizedNcaa,status,candidateCount,primaryMatchReason,primaryScore,collegeId,collegeName,collegeSlug,city,state,legacyCollegeDivision,collegeConference,programId,programDivision,programConference,baseballWebsiteUrl,candidateSummary,season,source
290,NJIT,njit,PROGRAM_EXISTS_D1_UNMATCHED,1,EXPECTED_NAME,99,cmrxrdwvd001oqtx01us0hgnh,New Jersey Institute of Technology,new-jersey-institute-of-technology,Newark,NJ,NCAA_D1,,cmrxrdwvd001pqtx0ya8nunsf,NCAA_D1,,,New Jersey Institute of Technology | EXPECTED_NAME | 99 | cmrxrdwvd001oqtx01us0hgnh | cmrxrdwvd001pqtx0ya8nunsf | NCAA_D1,2026,https://www.ncaa.com/rankings/baseball/d1/rpi
