slug,programXUrl,programInstagramUrl,recruitingQuestionnaireUrl,recruitsPageUrl,sourceUrl,confidence,verifiedAt,reviewStatus
lenoir-rhyne-university,https://x.com/Baseball_LR,https://instagram.com/lrbearsbaseball,https://lrbears.com/sports/2016/12/19/athletic-questionnaire,https://lrbears.com/sports/2016/12/19/athletic-questionnaire,https://lrbears.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
lincoln-memorial-university,https://x.com/LMUbaseball,,https://lmurailsplitters.com/sports/2020/7/23/prospective-student-athlete-questionnaires.aspx,https://lmurailsplitters.com/sports/2020/7/23/prospective-student-athlete-questionnaires.aspx,https://lmurailsplitters.com/sports/baseball,MEDIUM,,NEEDS_REVIEW
newberry-college,https://x.com/newberry_bsball,https://instagram.com/newberry_baseball,,,https://newberrywolves.com/sports/baseball,LOW,,NEEDS_REVIEW
wingate-university,https://x.com/WingateBaseball,https://instagram.com/wingatebaseball,,,https://wingatebulldogs.com/sports/baseball,LOW,,NEEDS_REVIEW
alfred-state-college,https://x.com/alfredstatebsbl,https://instagram.com/alfredstatebaseball,https://www.alfredstateathletics.com/sports/2024/5/14/student-athletes-recruiting-forms.aspx,https://www.alfredstateathletics.com/sports/2024/5/14/student-athletes-recruiting-forms.aspx,https://www.alfredstateathletics.com,MEDIUM,,NEEDS_REVIEW
carlow-university,,,,,https://athletics.carlow.edu,LOW,,FETCH_FAILED
hilbert-college,https://x.com/BaseballHilbert,https://instagram.com/hilbertbaseball,https://www.hilberthawks.com/sports/2022/7/19/questionnaire-forms-page.aspx,https://www.hilberthawks.com/sports/2022/7/19/questionnaire-forms-page.aspx,https://www.hilberthawks.com,MEDIUM,,NEEDS_REVIEW
la-roche-university,,,,,https://larochesports.com,LOW,,FETCH_FAILED
mount-aloysius-college,https://x.com/MAC_Baseball,,,,https://www.mountieathletics.com,LOW,,NEEDS_REVIEW
penn-state-university-altoona,,,,,https://www.psaltoonalions.com,LOW,,FETCH_FAILED
pennsylvania-state-univ-erie-the-behrend-college,,,,,https://PSBLions.com,LOW,,FETCH_FAILED
university-of-pittsburgh-bradford,,,,,https://athletics.pittbradford.org/landing/index,LOW,,FETCH_FAILED
university-of-pittsburgh-greensburg,https://x.com/pittgbgbaseball,,,,https://pittgreensburgathletics.com,LOW,,NEEDS_REVIEW
buena-vista-university,https://x.com/bvu_baseball,https://instagram.com/bvubaseball,https://bvu.tfaforms.net/f/bvu-athletic-recruiting-form,https://www.bvuathletics.com/sports/2019/4/12/recruits-about-bvu-athletics,https://www.bvuathletics.com,MEDIUM,,NEEDS_REVIEW
central-college-iowa,,,,,https://www.central.edu/athletics,LOW,,NO_LINKS_FOUND
coe-college,https://x.com/CoeBaseball,,https://www.kohawkathletics.com/sports/2019/7/8/coe-baseball-recruiting-questionnaire?id=364,https://www.kohawkathletics.com/sports/2019/7/8/coe-baseball-recruiting-questionnaire?id=364,https://www.kohawkathletics.com,MEDIUM,,NEEDS_REVIEW
loras-college,,,,,https://www.duhawks.com,LOW,,NO_LINKS_FOUND
nebraska-wesleyan-university,,,,,https://www.nwusports.com,LOW,,NO_LINKS_FOUND
simpson-college,,,,,https://simpsonathletics.com,LOW,,FETCH_FAILED
university-of-dubuque,,,,,https://www.dbq.edu/Athletics,LOW,,NO_LINKS_FOUND
wartburg-college,https://x.com/WartbrgBaseball,,,,https://www.go-knights.net,LOW,,NEEDS_REVIEW
east-texas-baptist-university,,,,,https://www.goetbutigers.com,LOW,,NO_LINKS_FOUND
hardin-simmons-university,https://x.com/hsu_baseball,https://instagram.com/hsubaseball,,,https://hsuathletics.com,LOW,,NEEDS_REVIEW
howard-payne-university,,,,,https://www.hpusports.com,LOW,,NO_LINKS_FOUND
university-of-mary-hardin-baylor,https://x.com/crubaseball,https://instagram.com/cru_baseball,,https://www.umhb.edu/sports/2019/2/27/prospective-student-athletes.aspx,https://www.umhb.edu/athletics,MEDIUM,,NEEDS_REVIEW
centenary-university-new-jersey,https://x.com/Cent_Baseball,https://instagram.com/Cent_Baseball,,https://apply.centenaryuniversity.edu/Ellucian.ERecruiting.Web.External/Pages/welcome.aspx,https://www.centenarycyclones.com,MEDIUM,,NEEDS_REVIEW
gwynedd-mercy-university,https://x.com/GwyneddMercyBSB,https://instagram.com/gmercyubaseball,,,https://gwyneddathletics.com,LOW,,NEEDS_REVIEW
immaculata-university,,,,,https://www.gomightymacs.com,LOW,,NO_LINKS_FOUND
marymount-university-virginia,https://x.com/MarymountBASE,https://instagram.com/marymountbase,,https://www.marymountsaints.com/sports/2022/9/19/information-recruit-page.aspx,https://www.marymountsaints.com,MEDIUM,,NEEDS_REVIEW
bryan-college,https://x.com/BCLionsBaseball,https://instagram.com/bc_lions_baseball,,,https://bryanlions.com/sports/baseball,LOW,,NEEDS_REVIEW
georgia-gwinnett-college,https://x.com/@GGC_Baseball,https://instagram.com/ggc_baseball,,,https://ggcathletics.com/sports/baseball,LOW,,NEEDS_REVIEW
