slug,collectiveName,sport,estimatedAnnualAllocationCents,allocationPercent,strengthTier,notes,sourceUrl,sourceType,confidence,verifiedAt
clemson-university,TigerImpact,BASEBALL,0,,COMPETITIVE,"Baseball allocation unknown. Placeholder until verified from public reporting, collective confirmation, or coach/program confirmation.",https://www.tigerimpact.org,COLLECTIVE,ESTIMATED,2026-05-28
